codigo,producto,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,P051,P052,P053,P054,P055,P056,P057,P058,P059,P060,P061,P062,P063,P064,P065,P066,P067,P068,P069,P070,P071,P072,P073,P074,P075,P076,P077,P078,P079,P080,P081,P082,P083,P084,P085,P086,P087,P088,P089,P090,P091,P092,P093,P094,P095,P096,P097,P098,P099,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152
P021,Ganado bovino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06597085426174,0,0,0.00196761143826272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P022,Ganado porcino y otro tipo de animales vivos n.c.p.,0,0,0,0,0,0,0.0543408342341087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27530094376589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P023,Aves de corral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.5804106923586,0,0,0,0,0,0,0,0,0,0,0,0,27.9406429642218,3.13983463981228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000621703607389733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P024,Leche cruda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P025,Huevos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58103051859347,0,0,0,0,0,0.00599005920572766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580825589033163,0,0,0,0,0,0,23.6571943591826,0,0,0.625489625947614,0,0.0090186442290621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92011133922517e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08751894313128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303834419355283,0,0,0,0,0,0,0
P026,Otros productos de animales vivos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.668619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P027,Troncos de madera y leña,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687974349852224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353390748091476,0,0,0,0,0,0,0,0,0,0,0.000239861682785197,0,0,0,0,8.64672721635842e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P028,Productos forestales no madereros,0,0,0,0,0,0,0,0,0,0,0,0,0.539398496206464,0,0,0,0,0,0.270198120406656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91107970532454e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.000873804495292198,0,0,0.0321805252050912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118381627005639,0,0.163232814521786,4.38716023212387e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211675478832352,0,0,0.227080441908858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115964008217899,0,0.00959679907638554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P029,"Peces vivos, frescos o refrigerados",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428936681798322,0,0,0,0,0,0,0,0,0.0954522209322329,0.03620010861742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837350716925698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156095637794505,0,0,0,0,0,0
P030,Crustáceos sin congelar y otros productos de la pesca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56641956514874,0,0,0,0,0,0,0,0,1.58641225687343,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34770653505433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6184923797235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P031,Petróleo crudo y gas natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P032,Minerales metálicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92673264338968,4.49753290946902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07892030993524,0,0,0,0,0,0,0,0,0,9.31650977820134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000327235315547636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500271842806981,0.000964840016080566,8.53481430732303e-05,0,0,0,0.00986337045105549,0,0,4.52204719847358e-05,0,0,0,0,0,0
P033,Minerales no metálicos,0,0,0,0,0,0,0,0,0,0,7.99680395124943,0,0,0,0,0,0,0,0.866160725820481,0,5.39904815760444,0.457530125646171,0,4.43987938988764,0,0,0,0.468196468175885,0,0,0,1.4562192843879,10.47390153139,0.0791350826837793,0,0,0.00973231881585531,0.215579954396735,0.18765552309496,1.25509357818651,1.33678519351015,0,0,0,0.0841696117396789,0.14986819152482,0,0,0,1.83002724076519,0.0129585998397541,0,19.1626280022559,0.134739217069303,3.67706024285682,0,0.196820822977963,0.0490732651481453,0,0,0.885223454052237,0.138434551911272,0,0,0,0,0,2.94550656419442e-05,0,0.0021537455951962,43.4919399528943,3.57747979020165,1.49554783420031,1.14485764123353,0.205902005668201,1.28756991620343,24.9338094975305,13.6050804983233,13.4789930943791,4.97561644077037,0.0996254323368818,4.73299373352503,0,0,0,0,0,1.46883954286626,0,0.0391874728770055,0,0,2.69807746980898,0,830.80429719925,0.154495961434682,0,11.8888173622329,3.33252044938691,9.05845665559838,10.5335040796899,0.00229572127060759,0.0149487005074708,0,0,5.6265477000783e-05,0,0.00290840274656149,0,0.014624473757608,1.43484178695999,0,0.00020955693147212,0,0,0,0,1.12961668574133e-07,3.97153514274739e-05,0,0,0.956194329649475,0,0,0,0,0,4.86854260460926e-05,0,0,0.0289343403606631,0.976534757739305,0,0,1.82809675309024,0,2.48756848859464,0.00463427579009038,0.110326881955578,0.144916616971553,0.000253989246215448,0.0255685121631801,0.015705121258686,0,0.0026023204873812,0.0835620320887947,0,0.02392430528057,0.0123270865227472,0,0,0
