codigo,producto,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,P051,P052,P053,P054,P055,P056,P057,P058,P059,P060,P061,P062,P063,P064,P065,P066,P067,P068,P069,P070,P071,P072,P073,P074,P075,P076,P077,P078,P079,P080,P081,P082,P083,P084,P085,P086,P087,P088,P089,P090,P091,P092,P093,P094,P095,P096,P097,P098,P099,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152
P001,Maíz,1.01143382519084,5.48684627784727e-06,5.76680622363606e-06,9.75597513340455e-06,4.25527056086433e-06,6.47311889257004e-06,1.2714972542036e-05,5.01675568399821e-06,7.86706644504406e-06,1.644265721464e-05,1.91376135035913e-05,8.53090788730064e-06,5.84868809273358e-06,4.55348442497022e-06,1.00605267918568e-05,1.76197617219719e-05,1.31484614200262e-05,7.04847705609986e-06,0.000206281134957068,2.19771300612287e-05,0.00573786002605813,0.0361586437468492,0.0372551418900221,0.0226048676082473,0.0193471233507719,0.00061192290203471,0.00010054463585853,6.58869872824862e-05,0.00332910622874198,0.0208523225430654,4.23620906444217e-06,3.81900959079452e-05,5.96388373077717e-06,0.00353424751330271,0.0242037472043402,0.0227176308420621,0.00964156071746235,5.9385812900997e-05,0.000186210886738365,0.000207002169341633,8.43200319569663e-06,4.06474869282463e-05,3.21787740365191e-05,0.000787114496657409,0.0085059130872452,0.007889404535697,7.82067313481979e-06,4.01371529389135e-06,0.0722135179775847,0.000955043444207062,0.155362287141847,1.15764018179649e-05,0.00201459990570035,0.0757587982069581,7.08221673449682e-05,0.000617700327241393,0.000122745199816374,3.14021581072276e-05,7.73848770189491e-06,2.1921627982424e-05,0.000792071660839904,0.000206610220832008,3.39028787793957e-05,2.10534437246745e-05,1.71539134997626e-05,3.21145589553437e-05,1.49895926562469e-05,2.1056194380886e-06,0,3.63124001414358e-06,1.31159168118857e-05,2.6310235854602e-05,3.67024843965029e-05,8.22203636608637e-05,0.000110010295380796,2.02636719441052e-05,8.07128443661465e-06,9.58005937147498e-06,1.70155296778177e-05,1.01621351722494e-05,6.56550670813149e-06,7.19147862991188e-06,3.40802661227935e-06,8.09208714231605e-06,5.35897047965374e-06,0,0,6.84998342601986e-06,0,7.44947067582324e-06,4.91507774456169e-06,2.45041949521854e-05,1.16408568826296e-05,3.44341861210313e-06,7.58247169153793e-06,7.18874319230646e-06,3.24911284604366e-06,6.0443273975915e-06,6.74455533569184e-06,7.7376298417948e-06,7.88200164644551e-06,2.84934322720562e-05,1.46019653880142e-05,7.05053642096379e-06,8.90331928184302e-06,7.04460427621711e-05,1.47903533111328e-05,2.2163692420493e-05,1.4454324653103e-05,4.25868869765237e-05,0.00487410314931187,1.08759649476848e-05,4.46594646989904e-05,2.79135993165015e-05,1.79013036538746e-05,1.71828575162607e-05,2.76243395989769e-05,5.07910925810201e-07,2.44423373519532e-05,2.66925971087421e-05,2.90336108607885e-05,4.33093436382054e-05,5.30512864724439e-05,6.78956255196433e-05,1.09494072958059e-05,2.24539704865904e-05,8.98825605529074e-05,8.30112482270125e-06,1.43839931635616e-05,5.85271126666277e-06,2.76191286085747e-05,8.2777402406292e-06,1.59741707750836e-05,5.84016214600284e-05,2.58970442617077e-05,5.1692252382011e-06,0.000111577412017143,0.000193683249547859,6.22900053709151e-05,4.8387958784625e-05,3.39149700370098e-05,0.000144745290951638,6.87958366246397e-05,2.41078875987707e-05,0.000139545275968208,0.000100799244896304,0.000117401355512509,0.000313805345078802,5.03056501510702e-06,0,0,0
P002,Frijoles,1.33107736077056e-06,1.04725051689181,2.10769682318915e-06,3.63617099655172e-06,1.51832032393746e-06,1.78691879047226e-05,1.22871958879692e-05,1.16634338310798e-05,1.62997069774156e-05,9.15905719706139e-06,2.03118795596376e-05,6.4869158938771e-06,1.57727225456002e-05,5.49419982574938e-06,7.36078773993291e-06,9.69422311697976e-06,9.3171100790606e-06,5.41910126453542e-06,0.00104687834240935,9.58474221628666e-05,1.79911584477228e-06,1.85418550161827e-06,2.67848290120818e-06,4.49340210839333e-06,1.89514360420129e-06,1.8552820123698e-06,5.40087171640327e-07,1.06350812508455e-06,1.25801952450754e-06,2.11736006462527e-06,1.50989124867547e-06,1.48192693390277e-05,2.13827103845664e-06,2.22965866216913e-06,1.87074299047706e-06,3.38073398891391e-06,1.35701303780001e-05,8.61416866607226e-07,5.16631930626956e-06,0.0484830046541632,4.66040031599842e-06,2.03335430432708e-05,4.36139283895456e-06,4.39665193102801e-06,6.84084067725822e-06,6.63415016730046e-06,3.12574369906136e-06,1.4245796154931e-06,7.97620239692169e-06,2.73412406008502e-05,1.81708847700586e-06,5.57243115397331e-06,0.000950770906264775,1.93455408419064e-06,9.34182627359127e-06,1.7465575495791e-05,5.61528119472793e-05,1.20642016524185e-05,2.72570781382175e-06,3.86584708854746e-06,2.94760849670459e-06,8.69020378356942e-06,2.09842656383825e-06,6.78469607078418e-06,5.83968666279663e-06,1.30919254970879e-05,5.49195407843813e-06,7.45391931503177e-07,0,1.30681387807829e-06,4.55500706264569e-06,8.50318566952345e-06,6.23673654873069e-06,3.08853881901264e-06,1.18045072211378e-05,5.11421415687938e-06,2.96777728158227e-06,2.06169240919543e-06,6.4342788404892e-06,3.6628195603671e-06,2.41467872844961e-06,2.62665561492263e-06,1.19329476801517e-06,2.99739569167851e-06,1.90169942298364e-06,0,0,2.3074736349731e-06,0,2.26803123892508e-06,1.72703731685629e-06,2.99728722539949e-06,2.9846645878031e-06,1.02710916013297e-06,2.67571967442984e-06,2.52338981535674e-06,1.08788991932392e-06,1.85107060836808e-06,2.10901969780761e-06,2.80393446719173e-06,2.60220020392719e-06,9.91984927883326e-06,4.82275301431058e-06,2.54193662314568e-06,3.27148654653292e-06,2.74444660848111e-05,5.71759023252489e-06,7.83080693169516e-06,5.27600210911846e-06,1.62123532630391e-05,0.00191736322550463,4.01654983506453e-06,1.65983645343074e-05,1.06947896475848e-05,6.8565300055483e-06,6.48799321943431e-06,1.05452495360237e-05,1.75833406185133e-07,9.38149375425546e-06,1.03485519190543e-05,1.12000037558641e-05,1.67633222050027e-05,1.24441619316245e-05,2.59858256320482e-05,4.02599239363562e-06,8.64472844903014e-06,3.49429333457659e-05,3.07325687460937e-06,5.42924469745626e-06,2.20086934410313e-06,1.07771512304664e-05,3.30834224737534e-06,6.02117548985383e-06,2.29319184414883e-05,9.82786188737537e-06,1.29438733655335e-05,3.95144323011897e-05,7.23415590988435e-05,1.8117826564479e-05,1.30069362150591e-05,1.32120723368016e-05,9.1808244700755e-06,8.23903745052806e-06,8.57485792934274e-06,3.37668133675223e-05,2.76763782387606e-05,4.56552039182615e-05,0.000386658105493197,1.75034100442796e-06,0,0,0
P003,Leguminosas (legumbres secas) y semillas oleaginosas,5.62155070829502e-07,8.34624140589878e-07,1.16834805174862,1.49890629876962e-06,6.40344194577927e-07,1.55783822417178e-06,0.00977249987120962,1.1164991979359e-06,1.68038956433948e-06,2.67085975736319e-06,3.47314721553712e-06,1.41034149639725e-06,1.4141370373321e-06,8.28786925268767e-07,1.69265166341866e-06,2.86349748554073e-06,2.21511318037395e-06,1.17104370690086e-06,6.92280131726917e-05,6.76348476559845e-06,0.000733236276165389,0.00461995577000696,0.00455097950456551,0.00288840992037667,0.00247203324954625,7.82512320654145e-05,1.28831087016292e-05,8.48883193428439e-06,0.000425448357677781,0.00266437040988391,6.43380940991343e-07,5.96867410811798e-06,9.09915049561518e-07,0.000451710409129954,0.00309256293766273,0.00274944252725002,0.00121523916985844,7.64998501569397e-06,2.83916763501387e-05,0.000767225813334937,0.0320821951357616,0.000508534059334473,4.75912673616524e-06,0.000749017323479238,0.00108963719351837,0.00101233624588702,1.77252535377338e-06,6.20676615036824e-07,0.000157563183851211,0.00114627434274934,2.45491884796121e-06,1.8346530484152e-06,0.000821811879768261,0.0096794843010858,6.84075814015495e-06,1.05382336473979e-05,5.40121019838133e-05,4.88847133361925e-06,1.02687529277712e-06,2.97338799411818e-06,0.000101449830485843,2.6981318319618e-05,4.41976466492748e-06,2.75948448582791e-06,2.31263366343924e-06,5.037122267128e-06,2.23274336191199e-06,3.14906518122297e-07,0,5.51913695264167e-07,1.90661421117282e-06,3.47638286165514e-06,1.25930616593027e-05,1.56520085958229e-06,1.35146908333672e-05,2.19953072157015e-06,1.23579458806074e-06,1.35174224950639e-06,2.64526522205572e-06,1.53127640384242e-06,1.01603132430598e-06,1.13395690007888e-06,5.19042052605935e-07,1.24463612141605e-06,8.2398971130188e-07,0,0,1.02073479455255e-06,0,1.14260531361519e-06,7.49476013929548e-07,3.30858519784051e-06,2.1033130237387e-06,8.6164220221735e-07,1.16809411123392e-06,1.09183926208125e-06,4.92233317169085e-07,8.94142710070228e-07,9.9827104768783e-07,1.18999764873736e-06,1.17684518041111e-06,4.38076950598365e-06,2.23075212359194e-06,1.08411009122974e-06,1.37505253137753e-06,1.10455186146487e-05,2.37035441221511e-06,3.40309062354572e-06,2.23576043166501e-06,6.74259249092755e-06,0.000765787056953273,1.68995955288364e-06,6.80682048710563e-06,4.36516229281111e-06,2.7999897299904e-06,2.67911520068966e-06,4.31812937031846e-06,7.69284405519964e-08,3.82379882431898e-06,4.18740254431892e-06,4.54605015419549e-06,6.78019760549731e-06,7.71846905591986e-06,1.07760148099545e-05,1.69365559329881e-06,3.51335572738542e-06,1.42188914491634e-05,1.28866507990329e-06,2.26096956894665e-06,9.11442867161825e-07,4.32367664514847e-06,1.27786655677529e-06,2.47764571406062e-06,9.1728140482233e-06,3.9854408507414e-06,9.10930615215358e-07,1.73022485927017e-05,3.01091124060269e-05,9.28237729587668e-06,7.13903511411376e-06,5.31593642966211e-06,8.02937753843474e-06,5.31836888575789e-06,3.56082099565446e-06,1.5438589069764e-05,2.12587789426771e-05,1.84207479147274e-05,4.96874148777624e-05,8.106253540016e-07,0,0,0
P004,Arroz,3.91568166791104e-07,5.65364189464548e-07,5.84527914627376e-07,1.02365678114329,4.42535099433504e-07,5.47078584980555e-06,3.7782517545422e-06,3.5888293718168e-06,5.00208174232687e-06,2.53287654311704e-06,5.91902330121644e-06,1.95242367967539e-06,4.77331428183373e-06,1.66708527637933e-06,2.11213203430949e-06,2.66405045972107e-06,2.63697510420319e-06,1.62251668120566e-06,0.000317238765414469,2.90225070130297e-05,4.89533817855848e-07,5.41544707901983e-07,7.60061264981084e-07,1.27934968446613e-06,5.32651734701772e-07,6.73305869749122e-07,1.49990938854908e-07,3.01098082661108e-07,3.47573372915226e-07,6.07970979285383e-07,4.23871587912852e-07,3.87021796159909e-06,5.95440871224069e-07,5.42974224826748e-07,5.31726012593727e-07,7.61269529300556e-05,7.79821276807739e-06,2.43467062400178e-07,1.63829643093571e-06,6.63440202959291e-05,1.25580803965866e-06,4.17242445477446e-06,1.22767667850409e-06,1.23026844686275e-06,1.93247560226568e-06,2.08988222334971e-06,7.3283679891825e-07,0.160291388868963,0.0248149024212873,0.000165127007657433,9.24067664054519e-05,1.54606454630839e-06,0.000166596641788832,5.97516536034228e-07,8.92638285323879e-06,0.000201580960978632,1.08420312841821e-05,3.1802296921414e-06,9.63916261629146e-07,8.77486031799098e-07,8.39750603984292e-07,2.45749371871387e-06,7.25597656008499e-07,2.93187488076863e-06,2.28161163297529e-06,3.23208344631606e-06,1.60852570214633e-06,2.22227056346234e-07,0,3.68516257926553e-07,1.51301894003653e-06,3.6545106424863e-06,4.88456968661422e-06,2.63571776158353e-05,7.93346461057857e-06,3.47480287554542e-06,8.17601647094669e-07,6.15014125179918e-07,1.69582884542409e-06,1.05678021415255e-06,6.40930348729812e-07,6.89630409936083e-07,3.35062163220045e-07,8.19622009450677e-07,5.15440201906339e-07,0,0,7.03394686239751e-07,0,8.62745459602617e-07,4.97712882520794e-07,9.01722555259579e-07,9.81418881607405e-07,2.94399875405312e-07,7.01294579388608e-07,7.00568521586984e-07,3.36090469246756e-07,5.34391226490448e-07,6.11985065528049e-07,7.53104891408715e-07,7.4969268601011e-07,2.58625697143492e-06,1.31553147560544e-06,6.85450925205262e-07,8.74076202216116e-07,7.09573529138819e-06,1.47616065525313e-06,2.12325902674018e-06,1.40556665371219e-06,4.27618452965346e-06,0.000494211157808309,1.04612726160134e-06,4.70796827899937e-06,2.78607589507713e-06,1.78752913034783e-06,1.70600223446606e-06,2.79815971121533e-06,4.90382969974633e-08,2.43426191300964e-06,2.68285083186218e-06,2.92122473242639e-06,4.34281607277107e-06,3.23480511675333e-06,6.7220672226274e-06,1.06026030249518e-06,2.23667745189626e-06,9.00590982393973e-06,8.0140147464682e-07,1.43031938798571e-06,5.7949068962213e-07,2.8382467939772e-06,7.83845304989067e-07,1.61099817071301e-06,5.91420897143686e-06,2.6973666550692e-06,6.13847089135145e-07,1.15864171305856e-05,1.93827198270348e-05,5.25252329430376e-06,3.61361604517053e-06,3.42495148108166e-06,0.000227153626714026,1.05471327656802e-05,2.67091715295128e-06,2.12042276948041e-05,7.25104270401052e-06,1.17813429617706e-05,0.000270974348035787,4.95531397771379e-07,0,0,0
P005,Otros cereales,2.78258900043427e-08,4.06814961853814e-08,4.28166740639898e-08,7.21707808127171e-08,1.00832611854203,3.07635038748668e-06,2.11765015706178e-06,1.96473964517279e-06,2.69476154934387e-06,6.82512581276071e-07,2.669638924438e-06,7.25789811440076e-07,2.69606088667727e-06,7.90888694974096e-07,7.67869006811724e-07,6.94014237816005e-07,9.26380198878731e-07,6.2542045513748e-07,0.000189873620774156,1.71938456851396e-05,5.09787406494833e-05,0.000321123207879855,0.000316316336407412,0.000201038055194184,0.000171814838776351,5.46477679501706e-06,8.90798017950911e-07,5.8087657406677e-07,2.9561235417739e-05,0.00018518366246135,3.1778780854629e-08,2.81357542723045e-07,4.4554922331341e-08,3.13970685794475e-05,0.000214950120632087,0.000192224530682423,8.49188486052643e-05,5.24014616988113e-07,2.32902384140985e-06,1.41697231633132e-06,3.6203847614999e-07,1.44424470982866e-06,5.34275998738649e-07,7.20972707269896e-06,7.58210250778959e-05,7.05923301335222e-05,0.000775643595785587,3.00313861851004e-08,0.000375402136153551,0.000184176438551236,1.47620173377145e-06,3.48792737703308e-07,8.608668585127e-05,0.00067280817022972,1.04317291308635e-06,3.66940201690771e-06,4.10922704848191e-06,2.31903493812011e-07,1.2184946788963e-07,1.96254981993109e-07,7.02683302516562e-06,1.80240975846232e-06,2.91732562132412e-07,1.48604034143009e-07,1.22153867484977e-07,2.37796186682435e-07,1.10792228916672e-07,1.57333111386068e-08,0,2.7251338561143e-08,9.6470960000014e-08,1.89815490762172e-07,3.17842649246366e-07,5.21479274551486e-07,9.26170375237315e-07,1.4049534995564e-07,6.00046826914342e-08,7.67031358399194e-08,1.26142062803166e-07,7.54775393408925e-08,4.90128629652861e-08,5.385692795689e-08,2.5577422301732e-08,6.004768422793e-08,4.02159399917271e-08,0,0,5.13271485490329e-08,0,5.57686725137502e-08,3.67390309863838e-08,2.06630811903985e-07,1.0193156776288e-07,2.67634893538319e-08,5.76583869146024e-08,5.39808150855648e-08,2.44637437385539e-08,4.63159310913974e-08,5.13491731487193e-08,5.7816025869003e-08,5.96567703380225e-08,2.15356965049549e-07,1.10941891153302e-07,5.27584589992784e-08,6.64691536276335e-08,5.19336481333959e-07,1.18006159375752e-07,1.66704665943574e-07,1.08209424911577e-07,3.17140782979709e-07,3.58351300904552e-05,8.13202894775601e-08,3.3459130323446e-07,2.06954926431747e-07,1.32785602176329e-07,1.2817771943328e-07,2.05679882689425e-07,3.8208413389288e-09,1.81228833851977e-07,1.97132259578114e-07,2.14478953220589e-07,3.19654461792907e-07,4.25570315183105e-07,5.0500440947432e-07,8.19286160313901e-08,1.66087558253876e-07,6.8061383715172e-07,6.19008572454013e-08,1.07444628507963e-07,4.38238815006099e-08,2.44390236620792e-07,6.23951664858421e-08,1.18183460539453e-07,4.29587699008272e-07,1.90768994536613e-07,3.9446563009657e-08,9.06445558658403e-07,1.43921653226913e-06,4.83715153073757e-07,3.79378036891959e-07,2.49894413132674e-07,1.25940316539472e-06,3.43337677177674e-07,1.82630509364721e-07,1.1521580118738e-06,8.80289738563802e-07,8.65819377966928e-07,2.52984921633027e-06,4.19389303389316e-08,0,0,0
P006,Hortalizas,1.7179769479038e-05,2.58220425062081e-05,2.72271863996503e-05,4.69852468777855e-05,1.95958725200649e-05,1.00821774448706,0.00841120662669491,0.00810979255466812,0.0110962976522848,0.000183203691835533,0.00055500633615909,0.000160471285641399,0.000510897844172651,0.000158533529226611,0.000175350981408601,0.000190378303429871,0.00021633782339144,0.000136342800292417,0.0353329615378926,0.00321024630230827,2.6533485696841e-05,2.56507452882571e-05,3.56275427915055e-05,9.28759157751725e-05,2.50321832440928e-05,2.83352684234915e-05,6.98335140157587e-06,1.37432910001763e-05,1.63544566730068e-05,2.79551241061108e-05,1.96788072747848e-05,0.000191162567325067,2.77670084599367e-05,2.82716411551953e-05,2.490801730044e-05,3.89608086235911e-05,0.000121177496473882,1.11662210987581e-05,5.25560038877176e-05,0.0543926926800651,9.49894147959171e-05,0.000225371765776255,8.5263035771154e-05,8.21668671039283e-05,8.85472473317962e-05,8.6042574648558e-05,3.44655850721645e-05,1.83960170186776e-05,0.000128099151629824,0.000311638627019735,1.68310533803071e-05,0.000102446073048129,0.00657709811038092,2.72403646444278e-05,0.000197174815166518,0.000198435212999339,0.000461863910580212,0.000155226798242076,3.67976833688669e-05,3.85897771014387e-05,3.79241030938841e-05,0.000112246568790674,2.68407909734412e-05,8.67066029930938e-05,7.25993132648109e-05,0.000165445536466405,6.88647176933234e-05,9.71218552676751e-06,0,1.70455861471581e-05,5.87048326976677e-05,0.000110398518212314,7.82107890910271e-05,4.41471961261999e-05,0.00014886753673755,6.6259807525196e-05,3.83076399391339e-05,2.68673509441404e-05,8.35810687563857e-05,4.72657354205543e-05,3.13273306410753e-05,3.377916257682e-05,1.54559434818027e-05,3.87716873270949e-05,2.46545196855664e-05,0,0,3.00231462651498e-05,0,2.93171769104083e-05,2.23034418280308e-05,3.87265393059835e-05,3.89428953875182e-05,1.32752839125849e-05,3.48454379121469e-05,3.28069597504707e-05,1.40727329371457e-05,2.3989880156011e-05,2.73219263184121e-05,3.62919234635284e-05,3.3747278993896e-05,0.000128431934502544,6.235424814714e-05,3.28791393377662e-05,4.23031273105303e-05,0.000354515057020853,7.33649145265921e-05,0.000101295625569925,6.83888820635287e-05,0.000212406175937368,0.0247121347198956,5.23215905301995e-05,0.000230982204915144,0.000138876781023153,8.91289908721381e-05,8.46281671426619e-05,0.000137617453450624,2.28194296564262e-06,0.000121326110182348,0.000133556139580733,0.000144744483468384,0.000216310198916671,0.00016076562937836,0.000378008703962749,5.2557809977926e-05,0.00011159419083685,0.000452333565189022,3.96608854554245e-05,7.0032390136273e-05,2.92377378927145e-05,0.000143811058385707,3.80834911272704e-05,7.77470867746101e-05,0.00029559322464943,0.000126834180899092,3.43528096872708e-05,0.000510614300889636,0.000932835336856831,0.000234338205814027,0.000167689454381777,0.000170509539398883,0.000118811117512117,0.000155551533916241,0.000124938912673391,0.000954990030231449,0.00199404985595062,0.000591589948405119,0.00152797713134552,2.24365699943439e-05,0,0,0
P007,Sandías y melones,3.01788567844558e-07,4.53886175867787e-07,4.78693601549544e-07,8.26182642377614e-07,3.44237887748945e-07,5.05108394071954e-07,1.00000042854672,3.86984859069525e-07,6.08505295532967e-07,1.42125902325365e-06,1.64390190796435e-06,6.94081888129085e-07,4.69956672149289e-07,3.57577514966033e-07,8.57629381219113e-07,1.53673338958547e-06,1.14214265456455e-06,5.58860359612085e-07,1.68219668856157e-05,1.79023847308437e-06,3.74372887375796e-07,4.03800477133185e-07,5.93289994487171e-07,6.64805145258305e-07,4.22113869774789e-07,3.74727196188482e-07,1.22722323111737e-07,2.41649643850791e-07,2.84176856375533e-07,4.7003270616816e-07,3.46279481113226e-07,3.35997358447891e-06,4.88935690089776e-07,4.35772076246973e-07,4.05884107777865e-07,7.42865134427048e-07,2.17910461677448e-06,1.96473150700922e-07,1.14294248421443e-06,1.809393864046e-06,0.000492462982810662,0.000885165795864474,6.86141671768197e-07,7.29354166358187e-07,1.38773439705766e-06,1.35640818566294e-06,6.71327549465585e-07,3.23951297680979e-07,1.68438120424854e-06,6.62661288840096e-06,2.81690258364754e-07,9.59571461455315e-07,0.000203991393718987,4.08654917359179e-07,2.39509442419748e-06,3.91575308071624e-06,1.24853997263931e-05,2.73171185398783e-06,4.32979993071583e-07,6.14934457028511e-07,6.51524860602857e-07,1.96370986609052e-06,4.70699350482086e-07,1.52320859912125e-06,1.27153908368017e-06,2.93034353232312e-06,1.20661944683009e-06,1.70718361260579e-07,0,2.9974146486636e-07,1.03000206247572e-06,1.93488403813492e-06,1.40627593227814e-06,6.38393421833632e-07,2.67231853660472e-06,1.1561175194732e-06,6.73311470926118e-07,4.73563056785378e-07,1.47325693460124e-06,8.32257222788001e-07,5.51490358994954e-07,5.94000292536355e-07,2.71886872195833e-07,6.81827069538067e-07,4.34001685813652e-07,0,0,5.29055930633509e-07,0,5.15427485579869e-07,3.92174210593402e-07,6.75995998375038e-07,6.46235398848512e-07,2.32790094741199e-07,6.12176129089176e-07,5.77864174665702e-07,2.46880862715261e-07,4.21711118304276e-07,4.80743812193248e-07,6.38331614647601e-07,5.93241512009399e-07,2.26109909284763e-06,1.09625429344899e-06,5.78167437111169e-07,7.4383103004085e-07,6.23526475610162e-06,1.29707244396353e-06,1.78218892754954e-06,1.20283888024687e-06,3.75161446445684e-06,0.000434287356173541,9.22049863444843e-07,3.9873047254202e-06,2.44632559482458e-06,1.57040865240982e-06,1.48966871283353e-06,2.42578127526813e-06,4.01444543808311e-08,2.1326617975242e-06,2.34736133042224e-06,2.54562423213641e-06,3.80252803929498e-06,2.83029687477577e-06,6.92114282775026e-06,9.22149030420785e-07,1.96150754408595e-06,7.98897273602609e-06,6.97219064430275e-07,1.22898123970717e-06,5.15265815041667e-07,2.40080461437382e-06,6.6221815801236e-07,1.36683302133218e-06,5.1949284422434e-06,2.22893802989131e-06,3.77292870281176e-07,8.98887513790295e-06,1.63953299641512e-05,4.12247646608209e-06,2.94700622024503e-06,2.9975230939452e-06,2.08545530162228e-06,2.78960352013305e-06,2.1276980278371e-06,1.4295622780607e-05,4.56584875216504e-05,1.04161272948294e-05,2.69933709676458e-05,3.96894706751693e-07,0,0,0
P008,Ejotes y arvejas,2.31641027938453e-07,3.45424309337129e-07,3.6387768147875e-07,6.26954057184497e-07,2.64133069469837e-07,3.83895994753138e-07,3.27157157173255e-07,1.0000002954426,4.64511288604558e-07,1.07837089053555e-06,1.23420597404637e-06,5.35549333069731e-07,3.55178676837469e-07,2.80392360609837e-07,6.487016902732e-07,1.1511000397231e-06,8.58672189735686e-07,4.34728033135974e-07,1.25702695794268e-05,1.34216615906524e-06,2.86565118605008e-07,3.29447089739813e-07,4.66417436830202e-07,5.15703364885259e-07,3.28351068044366e-07,2.95396630760773e-07,9.51578029630087e-08,1.88146523557138e-07,2.22027624684897e-07,3.74515493714449e-07,2.68479983275535e-07,2.51550740242391e-06,3.8657821021205e-07,5.20995775434512e-07,3.53615126663835e-07,7.71366352203341e-07,6.24300886798652e-06,1.5132386463527e-07,1.34902680162566e-06,0.0417987862577338,6.96712460559465e-07,6.10128199104429e-06,5.48414704391935e-07,5.93465552713853e-07,1.54675135433544e-06,1.50522517465005e-06,8.10788567968921e-07,2.58682016023191e-07,2.58198374471451e-06,9.09202261788655e-06,7.16178312806915e-07,7.35658789615614e-07,0.000340359401284955,3.45297785682852e-07,1.33778668504329e-06,3.93391031408851e-06,1.8346456177605e-05,2.17569870098099e-06,7.59831299938652e-07,1.42549578825738e-06,5.41172744093612e-07,1.50272481276572e-06,3.84925675189295e-07,1.23301525316576e-06,1.17398399252937e-06,3.14131445946268e-06,1.07283257449842e-06,1.32207491065312e-07,0,2.32596155447211e-07,7.95714838459322e-07,1.47626708464043e-06,1.19373500901849e-06,5.60743636015997e-07,2.21562103686734e-06,8.86225711600938e-07,5.18460073532008e-07,3.77955903791763e-07,1.14994662472493e-06,6.81748984103328e-07,4.26170472331181e-07,4.72413885834912e-07,2.09969441114969e-07,5.18307924114159e-07,3.33896783295241e-07,0,0,4.19650869516047e-07,0,4.00036839236281e-07,3.04951175422453e-07,5.36596451613725e-07,5.6437970998171e-07,1.81737932113135e-07,4.73290950140535e-07,4.58860752326946e-07,1.91832775626945e-07,3.29613939461939e-07,3.75832503044004e-07,4.91093152544995e-07,4.60942510353405e-07,1.7255633898467e-06,8.41278758182106e-07,4.42320722922253e-07,5.72117637337132e-07,4.70912519886595e-06,1.00681096775464e-06,1.3579428009988e-06,9.22172659170941e-07,2.95952156739689e-06,0.00032391534671971,7.13189592196634e-07,2.99270250061393e-06,1.89096708658155e-06,1.21646871611143e-06,1.14964929539061e-06,1.89235205719816e-06,3.11546037469647e-08,1.60955991736178e-06,1.76425062314398e-06,1.92613740676782e-06,2.85606937415511e-06,2.14794023234844e-06,6.95630477202673e-06,7.14479885565503e-07,1.47378391661208e-06,6.15510627001015e-06,5.29510927477109e-07,9.38805378356593e-07,4.10989576180023e-07,1.81477989811786e-06,8.64727549687171e-07,1.03045854285561e-06,3.87912653084881e-06,1.67820706418035e-06,1.00121266768829e-05,6.79496680814954e-06,1.22536282998919e-05,3.11551638043761e-06,2.20922367975545e-06,2.24829638424151e-06,1.5869973196321e-06,1.85628504782565e-06,1.51659983205449e-06,7.42403108909967e-06,0.000101440843202884,7.90616351680109e-06,2.32824979669043e-05,3.16615107083955e-07,0,0,0
