origen,producto_insumo_codigo,producto_insumo,producto_destino_codigo,producto_destino,valor_millones_quetzales
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P019,Propagación de plantas,7.96605897571629
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P020,"Otros frutos oleaginosos, otras plantas bebestibles y especias aromáticas",0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P021,Ganado bovino,4.94679339173176
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P022,Ganado porcino y otro tipo de animales vivos n.c.p.,0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P023,Aves de corral,0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P024,Leche cruda,6.76330902084239
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P025,Huevos,0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P026,Otros productos de animales vivos,0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P027,Troncos de madera y leña,14.2046928204319
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P028,Productos forestales no madereros,0.79060192951473
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P029,"Peces vivos, frescos o refrigerados",0.619270011087925
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P030,Crustáceos sin congelar y otros productos de la pesca,4.06768524256378
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P031,Petróleo crudo y gas natural,0.742823434303672
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P032,Minerales metálicos,0.50347055875985
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P033,Minerales no metálicos,35.1202069503771
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P034,Carne y despojos comestibles de ganado bovino; cueros y pieles de bovino y de otros animales,1.84513693269853e-05
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P035,Carne y despojos comestibles de ganado porcino,0.0122698736122174
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P036,Carne y despojos comestibles de aves,38.7411498470732
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P037,Carne y despojos de otros animales y conservas y preparados de carne,23.8102745608177
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P038,"Pescado congelado, preparado o en conserva y sus productos",0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P039,"Crustáceos, moluscos y demás invertebrados acuáticos congelados, preparados o en conserva y sus productos",4.47373519650932
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P040,"Vegetales preparados o en conserva, legumbres y papas",12.6284010918744
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P041,Preparaciones y conservas de frutas y nueces,3.87802610134369
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P042,Jugos de frutas,11.4725132104106
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P043,Aceites de origen vegetal,64.6440928607742
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P044,"Margarina, grasas y otros aceites de origen animal y vegetal",15.8377952556757
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P045,Leche líquida y crema procesada,4.34368861442385
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P046,Otros productos lácteos n.c.p.,8.27178629312286
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P047,Harina de trigo,28.0648018879369
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P048,Arroz sin cáscara,0.323013662226048
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P049,"Otros productos de molinería, almidones y productos de almidón",8.96257851174604
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P050,Pan y otros productos de panadería y repostería n.c.p.,25.4162837682714
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P051,"Tortillas de maíz, incluso tostadas, horneadas o fritas",0.877857869833057
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P052,"Azúcar de caña sin refinar y refinada, melaza y los demás azúcares n.c.p.",88.3425687185854
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P053,Productos alimenticios n.c.p.,53.2424339498233
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P054,Preparados para alimentación animal,30.5348105801911
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P055,"Aguardientes, licores, vinos, demás bebidas espirituosas y productos del tabaco",8.97482026086174
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P056,Malta y cerveza de malta,19.5263250870127
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P057,Bebidas no alcohólicas,137.222045865574
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P058,Aguas minerales y otras aguas embotelladas,23.5603538774907
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P059,"Hilados, tejidos, telas y otros productos textiles excepto prendas de vestir",47.1106647233456
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P060,"Prendas de vestir, adobo y teñido de pieles",18.9227520053283
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P061,Cuero de piel curtida o adobada y cuero artificial o regenerado y artículos de cuero,2.26238285074523
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P062,"Calzado y sus partes, de cualquier material y de cualquier uso",5.77418630229762
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P063,"Madera aserrada y acepillada, productos de madera, corcho, paja y materiales trenzables",23.589626940719
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P064,Pasta de papel y papel,9.60187784656288
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P065,Envases de papel y cartón,17.0742981861919
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P066,Productos de la edición,12.029067327674
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P067,Productos de la impresión,31.2332021999134
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P068,"Gasolinas, diésel oil y fuel oils",0.0229052768126763
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P069,"Aceites, grasas lubricantes y otros aceites preparados",0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P070,"Gases de petróleo, otros productos de la refinación de petróleo n.c.p.",0.0747534626616483
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P071,"Abonos, fertilizantes y pesticidas",10.4808618004894
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P072,"Pinturas, barnices, tintas y productos relacionados",1.6206821693134
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P073,"Jabón, preparados de limpieza, perfumes y preparados de toilet",37.6232042299923
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P074,Otros productos químicos,34.7223517812439
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P075,Productos farmacéuticos,11.6673852341304
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P076,Productos de caucho y plástico,37.2557201790199
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P077,Vidrio y productos de vidrio,4.37934188363509
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P078,Productos de cerámica y arcilla,15.2275454926978
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P079,"Cemento, cal y yeso",92.7112820989869
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P080,"Artículos de hormigón, cemento y yeso",21.8466402255044
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P082,"Métales básicos de hierro y acero, productos primarios de metales preciosos y otros metales no ferrosos",7.05951331307103
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P083,Productos metálicos estructurales y sus partes de hierro o de acero,3.16572213451236
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P084,Otros productos elaborados de metal,8.50029799011166
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P085,"Maquinaria para usos generales y especiales, sus partes y piezas, excepto electrodomésticos",1.64466904671749
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P086,Electrodomésticos y sus partes,0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P087,"Maquinaria de oficina, contabilidad e informática, sus partes y piezas",0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P088,"Maquinaria y aparatos eléctricos, sus partes y piezas",17.6397287756119
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P089,"Equipo y aparatos de radio, televisión y comunicaciones",0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P090,"Aparatos médicos, instrumentos ópticos y de precisión, relojes",0.260668386559633
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P091,Equipo de transporte,5.21411194206007
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P092,Muebles,17.6007941369094
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P093,Otros artículos n.c.p.,15.0774845601057
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P094,Residuos y desechos,8.09024535797794
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P095,"Generación y distribución de energía eléctrica, gas, vapor y aire acondicionado",54.6313795328063
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P096,Agua natural y distribución de agua natural,79.9065658238466
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P097,"Evacuación de aguas residuales, recogida, tratamiento y eliminación de desechos",4.36104297875303
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P098,Edificaciones residenciales,0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P099,Edificaciones no residenciales,0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P100,Obras de ingeniería civil,1.97482501363085
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P101,Servicios generales y especializados de construcción,27.3847484472213
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P102,Servicios de comercio,255.922926908777
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P103,Mantenimiento y reparación de vehículos automotores y motocicletas,168.655733679606
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P104,Servicio de transporte de pasajeros por vía terrestre,35.6523732348672
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P105,Servicio de transporte de carga por vía terrestre,177.366095029565
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P106,Otros tipos de transporte,18.1072183512029
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P107,Servicios de almacenamiento y depósito,3.50707922693334
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P108,Otros servicios de apoyo al transporte,67.6252869599565
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P109,Servicios postales y de mensajería,5.58876083434432
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P110,Servicio de alojamiento,13.6846689117677
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P111,Servicio de suministro de comidas y bebidas,56.5103823279166
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P112,"Servicios de información, telecomunicaciones y radiodifusión",52.006057402526
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P113,Servicios de banco central,7.591557483843
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P114,Otros servicios financieros y servicios de banca de inversión,49.4084215443478
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P115,Servicios de Intermediación Financiera Medidos Indirectamente (SIFMI),220.936850258859
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P116,"Servicios de seguro, reaseguro y fondos de pensiones",1.53294393261122
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P117,Servicios auxiliares de la intermediación financiera,85.3789968908939
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P118,Servicios de alquiler de vivienda,1.7443399120435e-05
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",24.1643252114712
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P120,"Servicios jurídicos, de contabilidad, auditoría, teneduría de libros y consultoría fiscal",10.4731107116575
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P121,Servicios de tecnología de la información,10.6341840636399
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P122,"Servicios de arquitectura e ingeniería, ensayos y análisis técnicos",23.0017530984002
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P123,"Otros servicios profesionales, científicos y técnicos",46.6236915252612
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P124,Servicios de publicidad y estudios de mercado,52.0046216975088
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P125,Servicios de arrendamiento o alquiler sin operador,192.40824820422
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P126,Servicios  de agencias de empleo y de dotación de recursos humanos,11.0474482135312
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P127,"Servicios de agencias de viajes, operadores turísticos y actividades conexas",11.5031448328306
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P128,"Servicios de seguridad, sistemas de seguridad e investigación privada",4.59803394615435
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P129,Servicios de limpieza,15.4978774989358
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P130,Servicios telefónicos de centros de llamadas,12.0005212533024
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P131,"Servicios administrativos, de apoyo de oficina y otros servicios de apoyo a las empresas",38.2574727151698
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",69.1786472077429
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P133,Servicios de reparación de otros bienes,3.77071120367798
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P134,"Servicios de apoyo a la agricultura, caza, silvicultura y pesca",13.982758490922
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P135,"Servicios de apoyo a la explotación de minas y canteras y los relacionados con la distribución de electricidad, gas y agua",2.14495202591265
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P136,Servicios de manufactura,103.228829645049
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P137,Servicios públicos del gobierno general,15.6657612040687
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P138,"Servicios públicos administrativos relacionados con la provisión de servicios educativos, de salud, servicios sociales, culturales y otros, sin contar los servicios de seguridad social",1.23174288751808
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P139,Otros servicios administrativos,4.33469078933771
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P140,Servicios públicos administrativos prestados a la comunidad en su conjunto,5.14187909522885
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P141,Servicios administrativos relacionados con los sistemas de seguridad social de afiliación obligatoria,0.233953696529489
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P142,Servicios de enseñanza,55.8079930059801
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P143,Servicios de hospitalización,57.0821773115775
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P144,Servicios médicos y dentales,27.330711540994
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P145,Otros servicios de atención de la salud humana,40.3078131450687
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P146,"Servicios audiovisuales, recreativos, culturales y deportivos",27.2823871750977
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P147,Servicios de asociaciones que sirven a las empresas,1.33946380144802
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P148,Servicios de asociaciones que sirven a los hogares,15.9315687244241
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P149,Otros servicios,4.42673844381394
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P150,Servicios domésticos,0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P151,Compras directas en el exterior por residentes,0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",P152,Compras directas en el territorio nacional por no residentes,0
domestico,P133,Servicios de reparación de otros bienes,P001,Maíz,0
domestico,P133,Servicios de reparación de otros bienes,P002,Frijoles,0
domestico,P133,Servicios de reparación de otros bienes,P003,Leguminosas (legumbres secas) y semillas oleaginosas,0
domestico,P133,Servicios de reparación de otros bienes,P004,Arroz,0
domestico,P133,Servicios de reparación de otros bienes,P005,Otros cereales,0
domestico,P133,Servicios de reparación de otros bienes,P006,Hortalizas,0
domestico,P133,Servicios de reparación de otros bienes,P007,Sandías y melones,0
domestico,P133,Servicios de reparación de otros bienes,P008,Ejotes y arvejas,0
domestico,P133,Servicios de reparación de otros bienes,P009,Raíces y tubérculos,0
domestico,P133,Servicios de reparación de otros bienes,P010,Caña de azúcar y otras plantas azucareras,0
domestico,P133,Servicios de reparación de otros bienes,P011,Tabaco y otras plantas no perennes,0
domestico,P133,Servicios de reparación de otros bienes,P012,"Bananos, plátanos y otros",0
domestico,P133,Servicios de reparación de otros bienes,P013,Frutas tropicales y subtropicales,0
domestico,P133,Servicios de reparación de otros bienes,P014,"Berries, otras frutas y semillas de frutas",0
domestico,P133,Servicios de reparación de otros bienes,P015,Palma africana,0
domestico,P133,Servicios de reparación de otros bienes,P016,Café en grano,0
domestico,P133,Servicios de reparación de otros bienes,P017,Cardamomo,0
domestico,P133,Servicios de reparación de otros bienes,P018,Caucho natural,0
domestico,P133,Servicios de reparación de otros bienes,P019,Propagación de plantas,0
domestico,P133,Servicios de reparación de otros bienes,P020,"Otros frutos oleaginosos, otras plantas bebestibles y especias aromáticas",0
domestico,P133,Servicios de reparación de otros bienes,P021,Ganado bovino,0
domestico,P133,Servicios de reparación de otros bienes,P022,Ganado porcino y otro tipo de animales vivos n.c.p.,0
domestico,P133,Servicios de reparación de otros bienes,P023,Aves de corral,0
domestico,P133,Servicios de reparación de otros bienes,P024,Leche cruda,0
domestico,P133,Servicios de reparación de otros bienes,P025,Huevos,0
domestico,P133,Servicios de reparación de otros bienes,P026,Otros productos de animales vivos,0
domestico,P133,Servicios de reparación de otros bienes,P027,Troncos de madera y leña,0
domestico,P133,Servicios de reparación de otros bienes,P028,Productos forestales no madereros,0
domestico,P133,Servicios de reparación de otros bienes,P029,"Peces vivos, frescos o refrigerados",0
domestico,P133,Servicios de reparación de otros bienes,P030,Crustáceos sin congelar y otros productos de la pesca,0
domestico,P133,Servicios de reparación de otros bienes,P031,Petróleo crudo y gas natural,6.64301614709556
domestico,P133,Servicios de reparación de otros bienes,P032,Minerales metálicos,0
domestico,P133,Servicios de reparación de otros bienes,P033,Minerales no metálicos,0.413532230178751
domestico,P133,Servicios de reparación de otros bienes,P034,Carne y despojos comestibles de ganado bovino; cueros y pieles de bovino y de otros animales,2.61550210274653e-06
domestico,P133,Servicios de reparación de otros bienes,P035,Carne y despojos comestibles de ganado porcino,0
domestico,P133,Servicios de reparación de otros bienes,P036,Carne y despojos comestibles de aves,3.09959256370031
domestico,P133,Servicios de reparación de otros bienes,P037,Carne y despojos de otros animales y conservas y preparados de carne,0.20782249284103
domestico,P133,Servicios de reparación de otros bienes,P038,"Pescado congelado, preparado o en conserva y sus productos",0
domestico,P133,Servicios de reparación de otros bienes,P039,"Crustáceos, moluscos y demás invertebrados acuáticos congelados, preparados o en conserva y sus productos",1.15498941732319
domestico,P133,Servicios de reparación de otros bienes,P040,"Vegetales preparados o en conserva, legumbres y papas",0.599966612086415
domestico,P133,Servicios de reparación de otros bienes,P041,Preparaciones y conservas de frutas y nueces,0.192107758507922
domestico,P133,Servicios de reparación de otros bienes,P042,Jugos de frutas,0.578552025965731
domestico,P133,Servicios de reparación de otros bienes,P043,Aceites de origen vegetal,0.256389952249591
domestico,P133,Servicios de reparación de otros bienes,P044,"Margarina, grasas y otros aceites de origen animal y vegetal",0.0646071795972326
domestico,P133,Servicios de reparación de otros bienes,P045,Leche líquida y crema procesada,0.944070531404553
domestico,P133,Servicios de reparación de otros bienes,P046,Otros productos lácteos n.c.p.,1.69325891653397
domestico,P133,Servicios de reparación de otros bienes,P047,Harina de trigo,0
domestico,P133,Servicios de reparación de otros bienes,P048,Arroz sin cáscara,0
domestico,P133,Servicios de reparación de otros bienes,P049,"Otros productos de molinería, almidones y productos de almidón",3.5634515883757e-07
domestico,P133,Servicios de reparación de otros bienes,P050,Pan y otros productos de panadería y repostería n.c.p.,1.88355021065457
domestico,P133,Servicios de reparación de otros bienes,P051,"Tortillas de maíz, incluso tostadas, horneadas o fritas",0
domestico,P133,Servicios de reparación de otros bienes,P052,"Azúcar de caña sin refinar y refinada, melaza y los demás azúcares n.c.p.",0
domestico,P133,Servicios de reparación de otros bienes,P053,Productos alimenticios n.c.p.,7.55675770120049
domestico,P133,Servicios de reparación de otros bienes,P054,Preparados para alimentación animal,2.55653273351524
domestico,P133,Servicios de reparación de otros bienes,P055,"Aguardientes, licores, vinos, demás bebidas espirituosas y productos del tabaco",0.222770807735357
domestico,P133,Servicios de reparación de otros bienes,P056,Malta y cerveza de malta,0.461358017497622
domestico,P133,Servicios de reparación de otros bienes,P057,Bebidas no alcohólicas,8.53088888330887
domestico,P133,Servicios de reparación de otros bienes,P058,Aguas minerales y otras aguas embotelladas,1.41214912288091
domestico,P133,Servicios de reparación de otros bienes,P059,"Hilados, tejidos, telas y otros productos textiles excepto prendas de vestir",0.637324674251754
domestico,P133,Servicios de reparación de otros bienes,P060,"Prendas de vestir, adobo y teñido de pieles",0.675713407441122
domestico,P133,Servicios de reparación de otros bienes,P061,Cuero de piel curtida o adobada y cuero artificial o regenerado y artículos de cuero,0.384199101889479
domestico,P133,Servicios de reparación de otros bienes,P062,"Calzado y sus partes, de cualquier material y de cualquier uso",0.424708680462464
domestico,P133,Servicios de reparación de otros bienes,P063,"Madera aserrada y acepillada, productos de madera, corcho, paja y materiales trenzables",0
domestico,P133,Servicios de reparación de otros bienes,P064,Pasta de papel y papel,0.297261601317228
domestico,P133,Servicios de reparación de otros bienes,P065,Envases de papel y cartón,0.510854162081393
domestico,P133,Servicios de reparación de otros bienes,P066,Productos de la edición,8.19502595029078
domestico,P133,Servicios de reparación de otros bienes,P067,Productos de la impresión,3.23249297029099
domestico,P133,Servicios de reparación de otros bienes,P068,"Gasolinas, diésel oil y fuel oils",0.184800285355068
domestico,P133,Servicios de reparación de otros bienes,P069,"Aceites, grasas lubricantes y otros aceites preparados",0
domestico,P133,Servicios de reparación de otros bienes,P070,"Gases de petróleo, otros productos de la refinación de petróleo n.c.p.",0.603209041911043
domestico,P133,Servicios de reparación de otros bienes,P071,"Abonos, fertilizantes y pesticidas",0
domestico,P133,Servicios de reparación de otros bienes,P072,"Pinturas, barnices, tintas y productos relacionados",0
