origen,producto_insumo_codigo,producto_insumo,producto_destino_codigo,producto_destino,valor_millones_quetzales
domestico,P079,"Cemento, cal y yeso",P044,"Margarina, grasas y otros aceites de origen animal y vegetal",0
domestico,P079,"Cemento, cal y yeso",P045,Leche líquida y crema procesada,0
domestico,P079,"Cemento, cal y yeso",P046,Otros productos lácteos n.c.p.,0
domestico,P079,"Cemento, cal y yeso",P047,Harina de trigo,0
domestico,P079,"Cemento, cal y yeso",P048,Arroz sin cáscara,0
domestico,P079,"Cemento, cal y yeso",P049,"Otros productos de molinería, almidones y productos de almidón",0
domestico,P079,"Cemento, cal y yeso",P050,Pan y otros productos de panadería y repostería n.c.p.,0
domestico,P079,"Cemento, cal y yeso",P051,"Tortillas de maíz, incluso tostadas, horneadas o fritas",19.8181102827404
domestico,P079,"Cemento, cal y yeso",P052,"Azúcar de caña sin refinar y refinada, melaza y los demás azúcares n.c.p.",8.71507533630343
domestico,P079,"Cemento, cal y yeso",P053,Productos alimenticios n.c.p.,0
domestico,P079,"Cemento, cal y yeso",P054,Preparados para alimentación animal,0
domestico,P079,"Cemento, cal y yeso",P055,"Aguardientes, licores, vinos, demás bebidas espirituosas y productos del tabaco",0
domestico,P079,"Cemento, cal y yeso",P056,Malta y cerveza de malta,0
domestico,P079,"Cemento, cal y yeso",P057,Bebidas no alcohólicas,0
domestico,P079,"Cemento, cal y yeso",P058,Aguas minerales y otras aguas embotelladas,0
domestico,P079,"Cemento, cal y yeso",P059,"Hilados, tejidos, telas y otros productos textiles excepto prendas de vestir",0
domestico,P079,"Cemento, cal y yeso",P060,"Prendas de vestir, adobo y teñido de pieles",0
domestico,P079,"Cemento, cal y yeso",P061,Cuero de piel curtida o adobada y cuero artificial o regenerado y artículos de cuero,8.57245102106445
domestico,P079,"Cemento, cal y yeso",P062,"Calzado y sus partes, de cualquier material y de cualquier uso",0
domestico,P079,"Cemento, cal y yeso",P063,"Madera aserrada y acepillada, productos de madera, corcho, paja y materiales trenzables",0
domestico,P079,"Cemento, cal y yeso",P064,Pasta de papel y papel,0
domestico,P079,"Cemento, cal y yeso",P065,Envases de papel y cartón,0
domestico,P079,"Cemento, cal y yeso",P066,Productos de la edición,0.000363880053324254
domestico,P079,"Cemento, cal y yeso",P067,Productos de la impresión,0
domestico,P079,"Cemento, cal y yeso",P068,"Gasolinas, diésel oil y fuel oils",0
domestico,P079,"Cemento, cal y yeso",P069,"Aceites, grasas lubricantes y otros aceites preparados",0
domestico,P079,"Cemento, cal y yeso",P070,"Gases de petróleo, otros productos de la refinación de petróleo n.c.p.",0
domestico,P079,"Cemento, cal y yeso",P071,"Abonos, fertilizantes y pesticidas",5.07637419703892
domestico,P079,"Cemento, cal y yeso",P072,"Pinturas, barnices, tintas y productos relacionados",0
domestico,P079,"Cemento, cal y yeso",P073,"Jabón, preparados de limpieza, perfumes y preparados de toilet",0.0327899148249189
domestico,P079,"Cemento, cal y yeso",P074,Otros productos químicos,0
domestico,P079,"Cemento, cal y yeso",P075,Productos farmacéuticos,0
domestico,P079,"Cemento, cal y yeso",P076,Productos de caucho y plástico,0
domestico,P079,"Cemento, cal y yeso",P077,Vidrio y productos de vidrio,0
domestico,P079,"Cemento, cal y yeso",P078,Productos de cerámica y arcilla,9.30549239865782
domestico,P079,"Cemento, cal y yeso",P079,"Cemento, cal y yeso",144.519824992202
domestico,P079,"Cemento, cal y yeso",P080,"Artículos de hormigón, cemento y yeso",660.804568349959
domestico,P079,"Cemento, cal y yeso",P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,32.6751922632407
domestico,P079,"Cemento, cal y yeso",P082,"Métales básicos de hierro y acero, productos primarios de metales preciosos y otros metales no ferrosos",0.738549830278784
domestico,P079,"Cemento, cal y yeso",P083,Productos metálicos estructurales y sus partes de hierro o de acero,0
domestico,P079,"Cemento, cal y yeso",P084,Otros productos elaborados de metal,0
domestico,P079,"Cemento, cal y yeso",P085,"Maquinaria para usos generales y especiales, sus partes y piezas, excepto electrodomésticos",0
domestico,P079,"Cemento, cal y yeso",P086,Electrodomésticos y sus partes,0
domestico,P079,"Cemento, cal y yeso",P087,"Maquinaria de oficina, contabilidad e informática, sus partes y piezas",0
domestico,P079,"Cemento, cal y yeso",P088,"Maquinaria y aparatos eléctricos, sus partes y piezas",0
domestico,P079,"Cemento, cal y yeso",P089,"Equipo y aparatos de radio, televisión y comunicaciones",0
domestico,P079,"Cemento, cal y yeso",P090,"Aparatos médicos, instrumentos ópticos y de precisión, relojes",0.162747480749374
domestico,P079,"Cemento, cal y yeso",P091,Equipo de transporte,0
domestico,P079,"Cemento, cal y yeso",P092,Muebles,0
domestico,P079,"Cemento, cal y yeso",P093,Otros artículos n.c.p.,0.219660432193329
domestico,P079,"Cemento, cal y yeso",P094,Residuos y desechos,0
domestico,P079,"Cemento, cal y yeso",P095,"Generación y distribución de energía eléctrica, gas, vapor y aire acondicionado",0
domestico,P079,"Cemento, cal y yeso",P096,Agua natural y distribución de agua natural,5.28357012156171
domestico,P079,"Cemento, cal y yeso",P097,"Evacuación de aguas residuales, recogida, tratamiento y eliminación de desechos",0
domestico,P079,"Cemento, cal y yeso",P098,Edificaciones residenciales,1079.14788469073
domestico,P079,"Cemento, cal y yeso",P099,Edificaciones no residenciales,351.093816675056
domestico,P079,"Cemento, cal y yeso",P100,Obras de ingeniería civil,795.408477523655
domestico,P079,"Cemento, cal y yeso",P101,Servicios generales y especializados de construcción,791.150210318756
domestico,P079,"Cemento, cal y yeso",P102,Servicios de comercio,0.43493971288646
domestico,P079,"Cemento, cal y yeso",P103,Mantenimiento y reparación de vehículos automotores y motocicletas,0.0215708926767593
domestico,P079,"Cemento, cal y yeso",P104,Servicio de transporte de pasajeros por vía terrestre,0
domestico,P079,"Cemento, cal y yeso",P105,Servicio de transporte de carga por vía terrestre,0
domestico,P079,"Cemento, cal y yeso",P106,Otros tipos de transporte,0
domestico,P079,"Cemento, cal y yeso",P107,Servicios de almacenamiento y depósito,0
domestico,P079,"Cemento, cal y yeso",P108,Otros servicios de apoyo al transporte,1.67417349020683
domestico,P079,"Cemento, cal y yeso",P109,Servicios postales y de mensajería,0
domestico,P079,"Cemento, cal y yeso",P110,Servicio de alojamiento,0
domestico,P079,"Cemento, cal y yeso",P111,Servicio de suministro de comidas y bebidas,0.131660699148286
domestico,P079,"Cemento, cal y yeso",P112,"Servicios de información, telecomunicaciones y radiodifusión",0
domestico,P079,"Cemento, cal y yeso",P113,Servicios de banco central,0.021383162914142
domestico,P079,"Cemento, cal y yeso",P114,Otros servicios financieros y servicios de banca de inversión,0
domestico,P079,"Cemento, cal y yeso",P115,Servicios de Intermediación Financiera Medidos Indirectamente (SIFMI),0
domestico,P079,"Cemento, cal y yeso",P116,"Servicios de seguro, reaseguro y fondos de pensiones",0
domestico,P079,"Cemento, cal y yeso",P117,Servicios auxiliares de la intermediación financiera,0
domestico,P079,"Cemento, cal y yeso",P118,Servicios de alquiler de vivienda,6.60020950439547e-05
domestico,P079,"Cemento, cal y yeso",P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",0.01905372896837
domestico,P079,"Cemento, cal y yeso",P120,"Servicios jurídicos, de contabilidad, auditoría, teneduría de libros y consultoría fiscal",0
domestico,P079,"Cemento, cal y yeso",P121,Servicios de tecnología de la información,0
domestico,P079,"Cemento, cal y yeso",P122,"Servicios de arquitectura e ingeniería, ensayos y análisis técnicos",1.85074125915426
domestico,P079,"Cemento, cal y yeso",P123,"Otros servicios profesionales, científicos y técnicos",0
domestico,P079,"Cemento, cal y yeso",P124,Servicios de publicidad y estudios de mercado,0.00193188821873153
domestico,P079,"Cemento, cal y yeso",P125,Servicios de arrendamiento o alquiler sin operador,0.0116265710171586
domestico,P079,"Cemento, cal y yeso",P126,Servicios  de agencias de empleo y de dotación de recursos humanos,0.0655019076157756
domestico,P079,"Cemento, cal y yeso",P127,"Servicios de agencias de viajes, operadores turísticos y actividades conexas",0
domestico,P079,"Cemento, cal y yeso",P128,"Servicios de seguridad, sistemas de seguridad e investigación privada",0.000691603362000688
domestico,P079,"Cemento, cal y yeso",P129,Servicios de limpieza,0.0277222436441004
domestico,P079,"Cemento, cal y yeso",P130,Servicios telefónicos de centros de llamadas,0
domestico,P079,"Cemento, cal y yeso",P131,"Servicios administrativos, de apoyo de oficina y otros servicios de apoyo a las empresas",0.138039715188163
domestico,P079,"Cemento, cal y yeso",P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",3.824514362402
domestico,P079,"Cemento, cal y yeso",P133,Servicios de reparación de otros bienes,0
domestico,P079,"Cemento, cal y yeso",P134,"Servicios de apoyo a la agricultura, caza, silvicultura y pesca",0
domestico,P079,"Cemento, cal y yeso",P135,"Servicios de apoyo a la explotación de minas y canteras y los relacionados con la distribución de electricidad, gas y agua",0.000236137098345613
domestico,P079,"Cemento, cal y yeso",P136,Servicios de manufactura,0
domestico,P079,"Cemento, cal y yeso",P137,Servicios públicos del gobierno general,70.4913967922311
domestico,P079,"Cemento, cal y yeso",P138,"Servicios públicos administrativos relacionados con la provisión de servicios educativos, de salud, servicios sociales, culturales y otros, sin contar los servicios de seguridad social",0.375600472973576
domestico,P079,"Cemento, cal y yeso",P139,Otros servicios administrativos,9.56904795676827
domestico,P079,"Cemento, cal y yeso",P140,Servicios públicos administrativos prestados a la comunidad en su conjunto,4.17076832472522
domestico,P079,"Cemento, cal y yeso",P141,Servicios administrativos relacionados con los sistemas de seguridad social de afiliación obligatoria,0.00075364282486453
domestico,P079,"Cemento, cal y yeso",P142,Servicios de enseñanza,2.55298808293119
domestico,P079,"Cemento, cal y yeso",P143,Servicios de hospitalización,0.410075859473961
domestico,P079,"Cemento, cal y yeso",P144,Servicios médicos y dentales,6.18035109967197
domestico,P079,"Cemento, cal y yeso",P145,Otros servicios de atención de la salud humana,1.62123536802078
domestico,P079,"Cemento, cal y yeso",P146,"Servicios audiovisuales, recreativos, culturales y deportivos",0.228755667859436
domestico,P079,"Cemento, cal y yeso",P147,Servicios de asociaciones que sirven a las empresas,0
domestico,P079,"Cemento, cal y yeso",P148,Servicios de asociaciones que sirven a los hogares,0.0775309141653229
domestico,P079,"Cemento, cal y yeso",P149,Otros servicios,1.59813112362326
domestico,P079,"Cemento, cal y yeso",P150,Servicios domésticos,0
domestico,P079,"Cemento, cal y yeso",P151,Compras directas en el exterior por residentes,0
domestico,P079,"Cemento, cal y yeso",P152,Compras directas en el territorio nacional por no residentes,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P001,Maíz,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P002,Frijoles,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P003,Leguminosas (legumbres secas) y semillas oleaginosas,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P004,Arroz,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P005,Otros cereales,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P006,Hortalizas,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P007,Sandías y melones,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P008,Ejotes y arvejas,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P009,Raíces y tubérculos,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P010,Caña de azúcar y otras plantas azucareras,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P011,Tabaco y otras plantas no perennes,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P012,"Bananos, plátanos y otros",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P013,Frutas tropicales y subtropicales,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P014,"Berries, otras frutas y semillas de frutas",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P015,Palma africana,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P016,Café en grano,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P017,Cardamomo,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P018,Caucho natural,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P019,Propagación de plantas,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P020,"Otros frutos oleaginosos, otras plantas bebestibles y especias aromáticas",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P021,Ganado bovino,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P022,Ganado porcino y otro tipo de animales vivos n.c.p.,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P023,Aves de corral,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P024,Leche cruda,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P025,Huevos,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P026,Otros productos de animales vivos,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P027,Troncos de madera y leña,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P028,Productos forestales no madereros,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P029,"Peces vivos, frescos o refrigerados",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P030,Crustáceos sin congelar y otros productos de la pesca,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P031,Petróleo crudo y gas natural,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P032,Minerales metálicos,0.256480147257736
domestico,P080,"Artículos de hormigón, cemento y yeso",P033,Minerales no metálicos,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P034,Carne y despojos comestibles de ganado bovino; cueros y pieles de bovino y de otros animales,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P035,Carne y despojos comestibles de ganado porcino,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P036,Carne y despojos comestibles de aves,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P037,Carne y despojos de otros animales y conservas y preparados de carne,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P038,"Pescado congelado, preparado o en conserva y sus productos",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P039,"Crustáceos, moluscos y demás invertebrados acuáticos congelados, preparados o en conserva y sus productos",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P040,"Vegetales preparados o en conserva, legumbres y papas",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P041,Preparaciones y conservas de frutas y nueces,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P042,Jugos de frutas,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P043,Aceites de origen vegetal,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P044,"Margarina, grasas y otros aceites de origen animal y vegetal",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P045,Leche líquida y crema procesada,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P046,Otros productos lácteos n.c.p.,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P047,Harina de trigo,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P048,Arroz sin cáscara,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P049,"Otros productos de molinería, almidones y productos de almidón",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P050,Pan y otros productos de panadería y repostería n.c.p.,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P051,"Tortillas de maíz, incluso tostadas, horneadas o fritas",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P052,"Azúcar de caña sin refinar y refinada, melaza y los demás azúcares n.c.p.",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P053,Productos alimenticios n.c.p.,3.80564498130951e-05
domestico,P080,"Artículos de hormigón, cemento y yeso",P054,Preparados para alimentación animal,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P055,"Aguardientes, licores, vinos, demás bebidas espirituosas y productos del tabaco",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P056,Malta y cerveza de malta,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P057,Bebidas no alcohólicas,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P058,Aguas minerales y otras aguas embotelladas,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P059,"Hilados, tejidos, telas y otros productos textiles excepto prendas de vestir",0.0062828783333821
domestico,P080,"Artículos de hormigón, cemento y yeso",P060,"Prendas de vestir, adobo y teñido de pieles",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P061,Cuero de piel curtida o adobada y cuero artificial o regenerado y artículos de cuero,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P062,"Calzado y sus partes, de cualquier material y de cualquier uso",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P063,"Madera aserrada y acepillada, productos de madera, corcho, paja y materiales trenzables",0.00239703327708641
domestico,P080,"Artículos de hormigón, cemento y yeso",P064,Pasta de papel y papel,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P065,Envases de papel y cartón,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P066,Productos de la edición,0.00259409147567492
domestico,P080,"Artículos de hormigón, cemento y yeso",P067,Productos de la impresión,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P068,"Gasolinas, diésel oil y fuel oils",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P069,"Aceites, grasas lubricantes y otros aceites preparados",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P070,"Gases de petróleo, otros productos de la refinación de petróleo n.c.p.",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P071,"Abonos, fertilizantes y pesticidas",0.000931978182588207
domestico,P080,"Artículos de hormigón, cemento y yeso",P072,"Pinturas, barnices, tintas y productos relacionados",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P073,"Jabón, preparados de limpieza, perfumes y preparados de toilet",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P074,Otros productos químicos,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P075,Productos farmacéuticos,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P076,Productos de caucho y plástico,0.990689839705724
domestico,P080,"Artículos de hormigón, cemento y yeso",P077,Vidrio y productos de vidrio,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P078,Productos de cerámica y arcilla,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P079,"Cemento, cal y yeso",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P080,"Artículos de hormigón, cemento y yeso",7.62673281143288
domestico,P080,"Artículos de hormigón, cemento y yeso",P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,3.19202281903907
domestico,P080,"Artículos de hormigón, cemento y yeso",P082,"Métales básicos de hierro y acero, productos primarios de metales preciosos y otros metales no ferrosos",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P083,Productos metálicos estructurales y sus partes de hierro o de acero,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P084,Otros productos elaborados de metal,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P085,"Maquinaria para usos generales y especiales, sus partes y piezas, excepto electrodomésticos",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P086,Electrodomésticos y sus partes,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P087,"Maquinaria de oficina, contabilidad e informática, sus partes y piezas",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P088,"Maquinaria y aparatos eléctricos, sus partes y piezas",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P089,"Equipo y aparatos de radio, televisión y comunicaciones",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P090,"Aparatos médicos, instrumentos ópticos y de precisión, relojes",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P091,Equipo de transporte,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P092,Muebles,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P093,Otros artículos n.c.p.,0.00092124216265868
domestico,P080,"Artículos de hormigón, cemento y yeso",P094,Residuos y desechos,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P095,"Generación y distribución de energía eléctrica, gas, vapor y aire acondicionado",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P096,Agua natural y distribución de agua natural,2.9360637318933
domestico,P080,"Artículos de hormigón, cemento y yeso",P097,"Evacuación de aguas residuales, recogida, tratamiento y eliminación de desechos",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P098,Edificaciones residenciales,776.13479313143
domestico,P080,"Artículos de hormigón, cemento y yeso",P099,Edificaciones no residenciales,421.961641530531
domestico,P080,"Artículos de hormigón, cemento y yeso",P100,Obras de ingeniería civil,488.552470941012
domestico,P080,"Artículos de hormigón, cemento y yeso",P101,Servicios generales y especializados de construcción,301.434573513151
domestico,P080,"Artículos de hormigón, cemento y yeso",P102,Servicios de comercio,0.0355638061173748
domestico,P080,"Artículos de hormigón, cemento y yeso",P103,Mantenimiento y reparación de vehículos automotores y motocicletas,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P104,Servicio de transporte de pasajeros por vía terrestre,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P105,Servicio de transporte de carga por vía terrestre,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P106,Otros tipos de transporte,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P107,Servicios de almacenamiento y depósito,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P108,Otros servicios de apoyo al transporte,0.167251943335206
domestico,P080,"Artículos de hormigón, cemento y yeso",P109,Servicios postales y de mensajería,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P110,Servicio de alojamiento,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P111,Servicio de suministro de comidas y bebidas,0.108792442238005
domestico,P080,"Artículos de hormigón, cemento y yeso",P112,"Servicios de información, telecomunicaciones y radiodifusión",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P113,Servicios de banco central,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P114,Otros servicios financieros y servicios de banca de inversión,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P115,Servicios de Intermediación Financiera Medidos Indirectamente (SIFMI),0
domestico,P080,"Artículos de hormigón, cemento y yeso",P116,"Servicios de seguro, reaseguro y fondos de pensiones",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P117,Servicios auxiliares de la intermediación financiera,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P118,Servicios de alquiler de vivienda,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P120,"Servicios jurídicos, de contabilidad, auditoría, teneduría de libros y consultoría fiscal",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P121,Servicios de tecnología de la información,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P122,"Servicios de arquitectura e ingeniería, ensayos y análisis técnicos",1.14969146442257
domestico,P080,"Artículos de hormigón, cemento y yeso",P123,"Otros servicios profesionales, científicos y técnicos",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P124,Servicios de publicidad y estudios de mercado,0.0669876055928261
domestico,P080,"Artículos de hormigón, cemento y yeso",P125,Servicios de arrendamiento o alquiler sin operador,0.0292617366327323
domestico,P080,"Artículos de hormigón, cemento y yeso",P126,Servicios  de agencias de empleo y de dotación de recursos humanos,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P127,"Servicios de agencias de viajes, operadores turísticos y actividades conexas",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P128,"Servicios de seguridad, sistemas de seguridad e investigación privada",0.000481991015922149
domestico,P080,"Artículos de hormigón, cemento y yeso",P129,Servicios de limpieza,0.0737511722914319
domestico,P080,"Artículos de hormigón, cemento y yeso",P130,Servicios telefónicos de centros de llamadas,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P131,"Servicios administrativos, de apoyo de oficina y otros servicios de apoyo a las empresas",0.00625727462233212
domestico,P080,"Artículos de hormigón, cemento y yeso",P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",2.14393617677242
domestico,P080,"Artículos de hormigón, cemento y yeso",P133,Servicios de reparación de otros bienes,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P134,"Servicios de apoyo a la agricultura, caza, silvicultura y pesca",0
domestico,P080,"Artículos de hormigón, cemento y yeso",P135,"Servicios de apoyo a la explotación de minas y canteras y los relacionados con la distribución de electricidad, gas y agua",12.7866492947624
domestico,P080,"Artículos de hormigón, cemento y yeso",P136,Servicios de manufactura,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P137,Servicios públicos del gobierno general,37.5737024761046
domestico,P080,"Artículos de hormigón, cemento y yeso",P138,"Servicios públicos administrativos relacionados con la provisión de servicios educativos, de salud, servicios sociales, culturales y otros, sin contar los servicios de seguridad social",0.449440852598112
domestico,P080,"Artículos de hormigón, cemento y yeso",P139,Otros servicios administrativos,10.1427421853624
domestico,P080,"Artículos de hormigón, cemento y yeso",P140,Servicios públicos administrativos prestados a la comunidad en su conjunto,4.44565192151213
domestico,P080,"Artículos de hormigón, cemento y yeso",P141,Servicios administrativos relacionados con los sistemas de seguridad social de afiliación obligatoria,0.000379315951329127
domestico,P080,"Artículos de hormigón, cemento y yeso",P142,Servicios de enseñanza,0.9055069758152
domestico,P080,"Artículos de hormigón, cemento y yeso",P143,Servicios de hospitalización,1.86946633578367
domestico,P080,"Artículos de hormigón, cemento y yeso",P144,Servicios médicos y dentales,0.0650213708957453
domestico,P080,"Artículos de hormigón, cemento y yeso",P145,Otros servicios de atención de la salud humana,1.43735131275628
domestico,P080,"Artículos de hormigón, cemento y yeso",P146,"Servicios audiovisuales, recreativos, culturales y deportivos",0.80102363833032
domestico,P080,"Artículos de hormigón, cemento y yeso",P147,Servicios de asociaciones que sirven a las empresas,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P148,Servicios de asociaciones que sirven a los hogares,0.566117685666964
domestico,P080,"Artículos de hormigón, cemento y yeso",P149,Otros servicios,4.5900693554139
domestico,P080,"Artículos de hormigón, cemento y yeso",P150,Servicios domésticos,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P151,Compras directas en el exterior por residentes,0
domestico,P080,"Artículos de hormigón, cemento y yeso",P152,Compras directas en el territorio nacional por no residentes,0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,P001,Maíz,0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,P002,Frijoles,0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,P003,Leguminosas (legumbres secas) y semillas oleaginosas,0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,P004,Arroz,0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,P005,Otros cereales,0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,P006,Hortalizas,0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,P007,Sandías y melones,0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,P008,Ejotes y arvejas,0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,P009,Raíces y tubérculos,0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,P010,Caña de azúcar y otras plantas azucareras,0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,P011,Tabaco y otras plantas no perennes,0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,P012,"Bananos, plátanos y otros",0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,P013,Frutas tropicales y subtropicales,0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,P014,"Berries, otras frutas y semillas de frutas",0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,P015,Palma africana,0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,P016,Café en grano,0
