origen,codigo,producto,componente,valor_publicado_millones_quetzales,multiplicador_contable,valor_aplicado_millones_quetzales
domestico,P061,Cuero de piel curtida o adobada y cuero artificial o regenerado y artículos de cuero,consumo_gobierno,0.0269078464091906,1,0.0269078464091906
domestico,P062,"Calzado y sus partes, de cualquier material y de cualquier uso",consumo_gobierno,0,1,0
domestico,P063,"Madera aserrada y acepillada, productos de madera, corcho, paja y materiales trenzables",consumo_gobierno,0,1,0
domestico,P064,Pasta de papel y papel,consumo_gobierno,2.0866647037365,1,2.0866647037365
domestico,P065,Envases de papel y cartón,consumo_gobierno,0,1,0
domestico,P066,Productos de la edición,consumo_gobierno,0,1,0
domestico,P067,Productos de la impresión,consumo_gobierno,0,1,0
domestico,P068,"Gasolinas, diésel oil y fuel oils",consumo_gobierno,0,1,0
domestico,P069,"Aceites, grasas lubricantes y otros aceites preparados",consumo_gobierno,0,1,0
domestico,P070,"Gases de petróleo, otros productos de la refinación de petróleo n.c.p.",consumo_gobierno,0,1,0
domestico,P071,"Abonos, fertilizantes y pesticidas",consumo_gobierno,0,1,0
domestico,P072,"Pinturas, barnices, tintas y productos relacionados",consumo_gobierno,0,1,0
domestico,P073,"Jabón, preparados de limpieza, perfumes y preparados de toilet",consumo_gobierno,0,1,0
domestico,P074,Otros productos químicos,consumo_gobierno,0,1,0
domestico,P075,Productos farmacéuticos,consumo_gobierno,695.760881591571,1,695.760881591571
domestico,P076,Productos de caucho y plástico,consumo_gobierno,0,1,0
domestico,P077,Vidrio y productos de vidrio,consumo_gobierno,0,1,0
domestico,P078,Productos de cerámica y arcilla,consumo_gobierno,0,1,0
domestico,P079,"Cemento, cal y yeso",consumo_gobierno,0,1,0
domestico,P080,"Artículos de hormigón, cemento y yeso",consumo_gobierno,0,1,0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,consumo_gobierno,0,1,0
domestico,P082,"Métales básicos de hierro y acero, productos primarios de metales preciosos y otros metales no ferrosos",consumo_gobierno,0,1,0
domestico,P083,Productos metálicos estructurales y sus partes de hierro o de acero,consumo_gobierno,0,1,0
domestico,P084,Otros productos elaborados de metal,consumo_gobierno,0.00508470798522671,1,0.00508470798522671
domestico,P085,"Maquinaria para usos generales y especiales, sus partes y piezas, excepto electrodomésticos",consumo_gobierno,0,1,0
domestico,P086,Electrodomésticos y sus partes,consumo_gobierno,0,1,0
domestico,P087,"Maquinaria de oficina, contabilidad e informática, sus partes y piezas",consumo_gobierno,0,1,0
domestico,P088,"Maquinaria y aparatos eléctricos, sus partes y piezas",consumo_gobierno,0,1,0
domestico,P089,"Equipo y aparatos de radio, televisión y comunicaciones",consumo_gobierno,0,1,0
domestico,P090,"Aparatos médicos, instrumentos ópticos y de precisión, relojes",consumo_gobierno,0.37727340248404,1,0.37727340248404
domestico,P091,Equipo de transporte,consumo_gobierno,0,1,0
domestico,P092,Muebles,consumo_gobierno,0,1,0
domestico,P093,Otros artículos n.c.p.,consumo_gobierno,2.36125285141585,1,2.36125285141585
domestico,P094,Residuos y desechos,consumo_gobierno,0,1,0
domestico,P095,"Generación y distribución de energía eléctrica, gas, vapor y aire acondicionado",consumo_gobierno,0,1,0
domestico,P096,Agua natural y distribución de agua natural,consumo_gobierno,0,1,0
domestico,P097,"Evacuación de aguas residuales, recogida, tratamiento y eliminación de desechos",consumo_gobierno,0,1,0
domestico,P098,Edificaciones residenciales,consumo_gobierno,0,1,0
domestico,P099,Edificaciones no residenciales,consumo_gobierno,0,1,0
domestico,P100,Obras de ingeniería civil,consumo_gobierno,0,1,0
domestico,P101,Servicios generales y especializados de construcción,consumo_gobierno,0,1,0
domestico,P102,Servicios de comercio,consumo_gobierno,255.804029105864,1,255.804029105864
domestico,P103,Mantenimiento y reparación de vehículos automotores y motocicletas,consumo_gobierno,0,1,0
domestico,P104,Servicio de transporte de pasajeros por vía terrestre,consumo_gobierno,0,1,0
domestico,P105,Servicio de transporte de carga por vía terrestre,consumo_gobierno,3.77450267178849,1,3.77450267178849
domestico,P106,Otros tipos de transporte,consumo_gobierno,0,1,0
domestico,P107,Servicios de almacenamiento y depósito,consumo_gobierno,0,1,0
domestico,P108,Otros servicios de apoyo al transporte,consumo_gobierno,0,1,0
domestico,P109,Servicios postales y de mensajería,consumo_gobierno,0,1,0
domestico,P110,Servicio de alojamiento,consumo_gobierno,0,1,0
domestico,P111,Servicio de suministro de comidas y bebidas,consumo_gobierno,1110.81745745091,1,1110.81745745091
domestico,P112,"Servicios de información, telecomunicaciones y radiodifusión",consumo_gobierno,0,1,0
domestico,P113,Servicios de banco central,consumo_gobierno,696.027746796241,1,696.027746796241
domestico,P114,Otros servicios financieros y servicios de banca de inversión,consumo_gobierno,0,1,0
domestico,P115,Servicios de Intermediación Financiera Medidos Indirectamente (SIFMI),consumo_gobierno,0,1,0
domestico,P116,"Servicios de seguro, reaseguro y fondos de pensiones",consumo_gobierno,0,1,0
domestico,P117,Servicios auxiliares de la intermediación financiera,consumo_gobierno,0,1,0
domestico,P118,Servicios de alquiler de vivienda,consumo_gobierno,0,1,0
domestico,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",consumo_gobierno,0,1,0
domestico,P120,"Servicios jurídicos, de contabilidad, auditoría, teneduría de libros y consultoría fiscal",consumo_gobierno,0,1,0
domestico,P121,Servicios de tecnología de la información,consumo_gobierno,0,1,0
domestico,P122,"Servicios de arquitectura e ingeniería, ensayos y análisis técnicos",consumo_gobierno,0,1,0
domestico,P123,"Otros servicios profesionales, científicos y técnicos",consumo_gobierno,0,1,0
domestico,P124,Servicios de publicidad y estudios de mercado,consumo_gobierno,0,1,0
domestico,P125,Servicios de arrendamiento o alquiler sin operador,consumo_gobierno,0,1,0
domestico,P126,Servicios  de agencias de empleo y de dotación de recursos humanos,consumo_gobierno,0,1,0
domestico,P127,"Servicios de agencias de viajes, operadores turísticos y actividades conexas",consumo_gobierno,0,1,0
domestico,P128,"Servicios de seguridad, sistemas de seguridad e investigación privada",consumo_gobierno,0,1,0
domestico,P129,Servicios de limpieza,consumo_gobierno,0,1,0
domestico,P130,Servicios telefónicos de centros de llamadas,consumo_gobierno,0,1,0
domestico,P131,"Servicios administrativos, de apoyo de oficina y otros servicios de apoyo a las empresas",consumo_gobierno,0,1,0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",consumo_gobierno,0,1,0
domestico,P133,Servicios de reparación de otros bienes,consumo_gobierno,0,1,0
domestico,P134,"Servicios de apoyo a la agricultura, caza, silvicultura y pesca",consumo_gobierno,0,1,0
domestico,P135,"Servicios de apoyo a la explotación de minas y canteras y los relacionados con la distribución de electricidad, gas y agua",consumo_gobierno,0,1,0
domestico,P136,Servicios de manufactura,consumo_gobierno,0,1,0
domestico,P137,Servicios públicos del gobierno general,consumo_gobierno,9777.32776304799,1,9777.32776304799
domestico,P138,"Servicios públicos administrativos relacionados con la provisión de servicios educativos, de salud, servicios sociales, culturales y otros, sin contar los servicios de seguridad social",consumo_gobierno,1831.73182290829,1,1831.73182290829
domestico,P139,Otros servicios administrativos,consumo_gobierno,4076.91747388409,1,4076.91747388409
domestico,P140,Servicios públicos administrativos prestados a la comunidad en su conjunto,consumo_gobierno,8415.50628584077,1,8415.50628584077
domestico,P141,Servicios administrativos relacionados con los sistemas de seguridad social de afiliación obligatoria,consumo_gobierno,738.013700865825,1,738.013700865825
domestico,P142,Servicios de enseñanza,consumo_gobierno,11648.6137462666,1,11648.6137462666
domestico,P143,Servicios de hospitalización,consumo_gobierno,4727.9121114786,1,4727.9121114786
domestico,P144,Servicios médicos y dentales,consumo_gobierno,734.778282418819,1,734.778282418819
domestico,P145,Otros servicios de atención de la salud humana,consumo_gobierno,185.5939351,1,185.5939351
domestico,P146,"Servicios audiovisuales, recreativos, culturales y deportivos",consumo_gobierno,190.230807254919,1,190.230807254919
domestico,P147,Servicios de asociaciones que sirven a las empresas,consumo_gobierno,0,1,0
domestico,P148,Servicios de asociaciones que sirven a los hogares,consumo_gobierno,0,1,0
domestico,P149,Otros servicios,consumo_gobierno,0,1,0
domestico,P150,Servicios domésticos,consumo_gobierno,0,1,0
domestico,P151,Compras directas en el exterior por residentes,consumo_gobierno,0,1,0
domestico,P152,Compras directas en el territorio nacional por no residentes,consumo_gobierno,0,1,0
domestico,P001,Maíz,formacion_bruta_capital_fijo,0,1,0
domestico,P002,Frijoles,formacion_bruta_capital_fijo,0,1,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,formacion_bruta_capital_fijo,0,1,0
domestico,P004,Arroz,formacion_bruta_capital_fijo,0,1,0
domestico,P005,Otros cereales,formacion_bruta_capital_fijo,0,1,0
domestico,P006,Hortalizas,formacion_bruta_capital_fijo,0,1,0
domestico,P007,Sandías y melones,formacion_bruta_capital_fijo,0,1,0
domestico,P008,Ejotes y arvejas,formacion_bruta_capital_fijo,0,1,0
domestico,P009,Raíces y tubérculos,formacion_bruta_capital_fijo,0,1,0
domestico,P010,Caña de azúcar y otras plantas azucareras,formacion_bruta_capital_fijo,0,1,0
domestico,P011,Tabaco y otras plantas no perennes,formacion_bruta_capital_fijo,0,1,0
domestico,P012,"Bananos, plátanos y otros",formacion_bruta_capital_fijo,243.873553640323,1,243.873553640323
domestico,P013,Frutas tropicales y subtropicales,formacion_bruta_capital_fijo,124.56664949384,1,124.56664949384
domestico,P014,"Berries, otras frutas y semillas de frutas",formacion_bruta_capital_fijo,148.44569214862,1,148.44569214862
domestico,P015,Palma africana,formacion_bruta_capital_fijo,609.055414886086,1,609.055414886086
domestico,P016,Café en grano,formacion_bruta_capital_fijo,51.9562679487228,1,51.9562679487228
domestico,P017,Cardamomo,formacion_bruta_capital_fijo,19.7105168118086,1,19.7105168118086
domestico,P018,Caucho natural,formacion_bruta_capital_fijo,17.1857799697041,1,17.1857799697041
domestico,P019,Propagación de plantas,formacion_bruta_capital_fijo,0,1,0
domestico,P020,"Otros frutos oleaginosos, otras plantas bebestibles y especias aromáticas",formacion_bruta_capital_fijo,6.52705179633994,1,6.52705179633994
domestico,P021,Ganado bovino,formacion_bruta_capital_fijo,44.488079316462,1,44.488079316462
domestico,P022,Ganado porcino y otro tipo de animales vivos n.c.p.,formacion_bruta_capital_fijo,24.434255,1,24.434255
domestico,P023,Aves de corral,formacion_bruta_capital_fijo,485.931895257472,1,485.931895257472
domestico,P024,Leche cruda,formacion_bruta_capital_fijo,0,1,0
domestico,P025,Huevos,formacion_bruta_capital_fijo,0,1,0
domestico,P026,Otros productos de animales vivos,formacion_bruta_capital_fijo,0,1,0
domestico,P027,Troncos de madera y leña,formacion_bruta_capital_fijo,0,1,0
domestico,P028,Productos forestales no madereros,formacion_bruta_capital_fijo,0,1,0
domestico,P029,"Peces vivos, frescos o refrigerados",formacion_bruta_capital_fijo,0,1,0
domestico,P030,Crustáceos sin congelar y otros productos de la pesca,formacion_bruta_capital_fijo,0,1,0
domestico,P031,Petróleo crudo y gas natural,formacion_bruta_capital_fijo,0,1,0
domestico,P032,Minerales metálicos,formacion_bruta_capital_fijo,0,1,0
domestico,P033,Minerales no metálicos,formacion_bruta_capital_fijo,0,1,0
domestico,P034,Carne y despojos comestibles de ganado bovino; cueros y pieles de bovino y de otros animales,formacion_bruta_capital_fijo,0,1,0
domestico,P035,Carne y despojos comestibles de ganado porcino,formacion_bruta_capital_fijo,0,1,0
domestico,P036,Carne y despojos comestibles de aves,formacion_bruta_capital_fijo,0,1,0
domestico,P037,Carne y despojos de otros animales y conservas y preparados de carne,formacion_bruta_capital_fijo,0,1,0
domestico,P038,"Pescado congelado, preparado o en conserva y sus productos",formacion_bruta_capital_fijo,0,1,0
domestico,P039,"Crustáceos, moluscos y demás invertebrados acuáticos congelados, preparados o en conserva y sus productos",formacion_bruta_capital_fijo,0,1,0
domestico,P040,"Vegetales preparados o en conserva, legumbres y papas",formacion_bruta_capital_fijo,0,1,0
domestico,P041,Preparaciones y conservas de frutas y nueces,formacion_bruta_capital_fijo,0,1,0
domestico,P042,Jugos de frutas,formacion_bruta_capital_fijo,0,1,0
domestico,P043,Aceites de origen vegetal,formacion_bruta_capital_fijo,0,1,0
domestico,P044,"Margarina, grasas y otros aceites de origen animal y vegetal",formacion_bruta_capital_fijo,0,1,0
domestico,P045,Leche líquida y crema procesada,formacion_bruta_capital_fijo,0,1,0
domestico,P046,Otros productos lácteos n.c.p.,formacion_bruta_capital_fijo,0,1,0
domestico,P047,Harina de trigo,formacion_bruta_capital_fijo,0,1,0
domestico,P048,Arroz sin cáscara,formacion_bruta_capital_fijo,0,1,0
domestico,P049,"Otros productos de molinería, almidones y productos de almidón",formacion_bruta_capital_fijo,0,1,0
domestico,P050,Pan y otros productos de panadería y repostería n.c.p.,formacion_bruta_capital_fijo,0,1,0
domestico,P051,"Tortillas de maíz, incluso tostadas, horneadas o fritas",formacion_bruta_capital_fijo,0,1,0
domestico,P052,"Azúcar de caña sin refinar y refinada, melaza y los demás azúcares n.c.p.",formacion_bruta_capital_fijo,0,1,0
domestico,P053,Productos alimenticios n.c.p.,formacion_bruta_capital_fijo,0,1,0
domestico,P054,Preparados para alimentación animal,formacion_bruta_capital_fijo,0,1,0
domestico,P055,"Aguardientes, licores, vinos, demás bebidas espirituosas y productos del tabaco",formacion_bruta_capital_fijo,0,1,0
domestico,P056,Malta y cerveza de malta,formacion_bruta_capital_fijo,0,1,0
domestico,P057,Bebidas no alcohólicas,formacion_bruta_capital_fijo,0,1,0
domestico,P058,Aguas minerales y otras aguas embotelladas,formacion_bruta_capital_fijo,0,1,0
domestico,P059,"Hilados, tejidos, telas y otros productos textiles excepto prendas de vestir",formacion_bruta_capital_fijo,0,1,0
domestico,P060,"Prendas de vestir, adobo y teñido de pieles",formacion_bruta_capital_fijo,0,1,0
domestico,P061,Cuero de piel curtida o adobada y cuero artificial o regenerado y artículos de cuero,formacion_bruta_capital_fijo,0,1,0
domestico,P062,"Calzado y sus partes, de cualquier material y de cualquier uso",formacion_bruta_capital_fijo,0,1,0
domestico,P063,"Madera aserrada y acepillada, productos de madera, corcho, paja y materiales trenzables",formacion_bruta_capital_fijo,0,1,0
domestico,P064,Pasta de papel y papel,formacion_bruta_capital_fijo,0,1,0
domestico,P065,Envases de papel y cartón,formacion_bruta_capital_fijo,0,1,0
domestico,P066,Productos de la edición,formacion_bruta_capital_fijo,0,1,0
domestico,P067,Productos de la impresión,formacion_bruta_capital_fijo,0,1,0
domestico,P068,"Gasolinas, diésel oil y fuel oils",formacion_bruta_capital_fijo,0,1,0
domestico,P069,"Aceites, grasas lubricantes y otros aceites preparados",formacion_bruta_capital_fijo,0,1,0
domestico,P070,"Gases de petróleo, otros productos de la refinación de petróleo n.c.p.",formacion_bruta_capital_fijo,0,1,0
domestico,P071,"Abonos, fertilizantes y pesticidas",formacion_bruta_capital_fijo,0,1,0
domestico,P072,"Pinturas, barnices, tintas y productos relacionados",formacion_bruta_capital_fijo,0,1,0
domestico,P073,"Jabón, preparados de limpieza, perfumes y preparados de toilet",formacion_bruta_capital_fijo,0,1,0
domestico,P074,Otros productos químicos,formacion_bruta_capital_fijo,0,1,0
domestico,P075,Productos farmacéuticos,formacion_bruta_capital_fijo,0,1,0
domestico,P076,Productos de caucho y plástico,formacion_bruta_capital_fijo,0,1,0
domestico,P077,Vidrio y productos de vidrio,formacion_bruta_capital_fijo,0,1,0
domestico,P078,Productos de cerámica y arcilla,formacion_bruta_capital_fijo,0,1,0
domestico,P079,"Cemento, cal y yeso",formacion_bruta_capital_fijo,0,1,0
domestico,P080,"Artículos de hormigón, cemento y yeso",formacion_bruta_capital_fijo,0,1,0
domestico,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,formacion_bruta_capital_fijo,0,1,0
domestico,P082,"Métales básicos de hierro y acero, productos primarios de metales preciosos y otros metales no ferrosos",formacion_bruta_capital_fijo,0,1,0
domestico,P083,Productos metálicos estructurales y sus partes de hierro o de acero,formacion_bruta_capital_fijo,0,1,0
domestico,P084,Otros productos elaborados de metal,formacion_bruta_capital_fijo,153.1579968145,1,153.1579968145
domestico,P085,"Maquinaria para usos generales y especiales, sus partes y piezas, excepto electrodomésticos",formacion_bruta_capital_fijo,1414.91864915173,1,1414.91864915173
domestico,P086,Electrodomésticos y sus partes,formacion_bruta_capital_fijo,0,1,0
domestico,P087,"Maquinaria de oficina, contabilidad e informática, sus partes y piezas",formacion_bruta_capital_fijo,0,1,0
domestico,P088,"Maquinaria y aparatos eléctricos, sus partes y piezas",formacion_bruta_capital_fijo,1048.98512286279,1,1048.98512286279
domestico,P089,"Equipo y aparatos de radio, televisión y comunicaciones",formacion_bruta_capital_fijo,0,1,0
domestico,P090,"Aparatos médicos, instrumentos ópticos y de precisión, relojes",formacion_bruta_capital_fijo,0,1,0
domestico,P091,Equipo de transporte,formacion_bruta_capital_fijo,191.573261755335,1,191.573261755335
domestico,P092,Muebles,formacion_bruta_capital_fijo,2227.28135317482,1,2227.28135317482
domestico,P093,Otros artículos n.c.p.,formacion_bruta_capital_fijo,23.1391358490566,1,23.1391358490566
domestico,P094,Residuos y desechos,formacion_bruta_capital_fijo,0,1,0
domestico,P095,"Generación y distribución de energía eléctrica, gas, vapor y aire acondicionado",formacion_bruta_capital_fijo,0,1,0
domestico,P096,Agua natural y distribución de agua natural,formacion_bruta_capital_fijo,0,1,0
domestico,P097,"Evacuación de aguas residuales, recogida, tratamiento y eliminación de desechos",formacion_bruta_capital_fijo,0,1,0
domestico,P098,Edificaciones residenciales,formacion_bruta_capital_fijo,14873.3727593345,1,14873.3727593345
domestico,P099,Edificaciones no residenciales,formacion_bruta_capital_fijo,6325.24224247114,1,6325.24224247114
domestico,P100,Obras de ingeniería civil,formacion_bruta_capital_fijo,11112.924307115,1,11112.924307115
domestico,P101,Servicios generales y especializados de construcción,formacion_bruta_capital_fijo,0,1,0
domestico,P102,Servicios de comercio,formacion_bruta_capital_fijo,4893.13768986704,1,4893.13768986704
domestico,P103,Mantenimiento y reparación de vehículos automotores y motocicletas,formacion_bruta_capital_fijo,0,1,0
domestico,P104,Servicio de transporte de pasajeros por vía terrestre,formacion_bruta_capital_fijo,0,1,0
domestico,P105,Servicio de transporte de carga por vía terrestre,formacion_bruta_capital_fijo,139.384113530434,1,139.384113530434
domestico,P106,Otros tipos de transporte,formacion_bruta_capital_fijo,0,1,0
domestico,P107,Servicios de almacenamiento y depósito,formacion_bruta_capital_fijo,0,1,0
domestico,P108,Otros servicios de apoyo al transporte,formacion_bruta_capital_fijo,0,1,0
domestico,P109,Servicios postales y de mensajería,formacion_bruta_capital_fijo,0,1,0
domestico,P110,Servicio de alojamiento,formacion_bruta_capital_fijo,0,1,0
domestico,P111,Servicio de suministro de comidas y bebidas,formacion_bruta_capital_fijo,0,1,0
domestico,P112,"Servicios de información, telecomunicaciones y radiodifusión",formacion_bruta_capital_fijo,0,1,0
domestico,P113,Servicios de banco central,formacion_bruta_capital_fijo,0,1,0
domestico,P114,Otros servicios financieros y servicios de banca de inversión,formacion_bruta_capital_fijo,0,1,0
domestico,P115,Servicios de Intermediación Financiera Medidos Indirectamente (SIFMI),formacion_bruta_capital_fijo,0,1,0
domestico,P116,"Servicios de seguro, reaseguro y fondos de pensiones",formacion_bruta_capital_fijo,0,1,0
domestico,P117,Servicios auxiliares de la intermediación financiera,formacion_bruta_capital_fijo,0,1,0
domestico,P118,Servicios de alquiler de vivienda,formacion_bruta_capital_fijo,0,1,0
domestico,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",formacion_bruta_capital_fijo,0,1,0
domestico,P120,"Servicios jurídicos, de contabilidad, auditoría, teneduría de libros y consultoría fiscal",formacion_bruta_capital_fijo,0,1,0
domestico,P121,Servicios de tecnología de la información,formacion_bruta_capital_fijo,344.91096411466,1,344.91096411466
domestico,P122,"Servicios de arquitectura e ingeniería, ensayos y análisis técnicos",formacion_bruta_capital_fijo,354.253434189628,1,354.253434189628
domestico,P123,"Otros servicios profesionales, científicos y técnicos",formacion_bruta_capital_fijo,240.75053077723,1,240.75053077723
domestico,P124,Servicios de publicidad y estudios de mercado,formacion_bruta_capital_fijo,0,1,0
domestico,P125,Servicios de arrendamiento o alquiler sin operador,formacion_bruta_capital_fijo,0,1,0
domestico,P126,Servicios  de agencias de empleo y de dotación de recursos humanos,formacion_bruta_capital_fijo,0,1,0
domestico,P127,"Servicios de agencias de viajes, operadores turísticos y actividades conexas",formacion_bruta_capital_fijo,0,1,0
domestico,P128,"Servicios de seguridad, sistemas de seguridad e investigación privada",formacion_bruta_capital_fijo,0,1,0
domestico,P129,Servicios de limpieza,formacion_bruta_capital_fijo,0,1,0
domestico,P130,Servicios telefónicos de centros de llamadas,formacion_bruta_capital_fijo,0,1,0
domestico,P131,"Servicios administrativos, de apoyo de oficina y otros servicios de apoyo a las empresas",formacion_bruta_capital_fijo,0,1,0
domestico,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",formacion_bruta_capital_fijo,0,1,0
domestico,P133,Servicios de reparación de otros bienes,formacion_bruta_capital_fijo,0,1,0
domestico,P134,"Servicios de apoyo a la agricultura, caza, silvicultura y pesca",formacion_bruta_capital_fijo,0,1,0
domestico,P135,"Servicios de apoyo a la explotación de minas y canteras y los relacionados con la distribución de electricidad, gas y agua",formacion_bruta_capital_fijo,0,1,0
domestico,P136,Servicios de manufactura,formacion_bruta_capital_fijo,0,1,0
domestico,P137,Servicios públicos del gobierno general,formacion_bruta_capital_fijo,0,1,0
domestico,P138,"Servicios públicos administrativos relacionados con la provisión de servicios educativos, de salud, servicios sociales, culturales y otros, sin contar los servicios de seguridad social",formacion_bruta_capital_fijo,0,1,0
domestico,P139,Otros servicios administrativos,formacion_bruta_capital_fijo,0,1,0
domestico,P140,Servicios públicos administrativos prestados a la comunidad en su conjunto,formacion_bruta_capital_fijo,0,1,0
domestico,P141,Servicios administrativos relacionados con los sistemas de seguridad social de afiliación obligatoria,formacion_bruta_capital_fijo,0,1,0
domestico,P142,Servicios de enseñanza,formacion_bruta_capital_fijo,0,1,0
domestico,P143,Servicios de hospitalización,formacion_bruta_capital_fijo,0,1,0
domestico,P144,Servicios médicos y dentales,formacion_bruta_capital_fijo,0,1,0
domestico,P145,Otros servicios de atención de la salud humana,formacion_bruta_capital_fijo,0,1,0
domestico,P146,"Servicios audiovisuales, recreativos, culturales y deportivos",formacion_bruta_capital_fijo,0,1,0
domestico,P147,Servicios de asociaciones que sirven a las empresas,formacion_bruta_capital_fijo,0,1,0
domestico,P148,Servicios de asociaciones que sirven a los hogares,formacion_bruta_capital_fijo,0,1,0
domestico,P149,Otros servicios,formacion_bruta_capital_fijo,0,1,0
domestico,P150,Servicios domésticos,formacion_bruta_capital_fijo,0,1,0
domestico,P151,Compras directas en el exterior por residentes,formacion_bruta_capital_fijo,0,1,0
domestico,P152,Compras directas en el territorio nacional por no residentes,formacion_bruta_capital_fijo,0,1,0
domestico,P001,Maíz,variacion_existencias,25.0807263958937,1,25.0807263958937
domestico,P002,Frijoles,variacion_existencias,2.30938159195463,1,2.30938159195463
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,variacion_existencias,29.0093651115822,1,29.0093651115822
domestico,P004,Arroz,variacion_existencias,1.35657614482212,1,1.35657614482212
domestico,P005,Otros cereales,variacion_existencias,0,1,0
domestico,P006,Hortalizas,variacion_existencias,0,1,0
domestico,P007,Sandías y melones,variacion_existencias,17.736939,1,17.736939
domestico,P008,Ejotes y arvejas,variacion_existencias,0,1,0
domestico,P009,Raíces y tubérculos,variacion_existencias,0,1,0
domestico,P010,Caña de azúcar y otras plantas azucareras,variacion_existencias,47.6609499825284,1,47.6609499825284
domestico,P011,Tabaco y otras plantas no perennes,variacion_existencias,33.2806157448065,1,33.2806157448065
domestico,P012,"Bananos, plátanos y otros",variacion_existencias,0,1,0
domestico,P013,Frutas tropicales y subtropicales,variacion_existencias,0,1,0
domestico,P014,"Berries, otras frutas y semillas de frutas",variacion_existencias,0,1,0
domestico,P015,Palma africana,variacion_existencias,0,1,0
domestico,P016,Café en grano,variacion_existencias,-93.7291442618525,1,-93.7291442618525
domestico,P017,Cardamomo,variacion_existencias,-108.194101979185,1,-108.194101979185
domestico,P018,Caucho natural,variacion_existencias,0,1,0
domestico,P019,Propagación de plantas,variacion_existencias,0,1,0
domestico,P020,"Otros frutos oleaginosos, otras plantas bebestibles y especias aromáticas",variacion_existencias,0,1,0
domestico,P021,Ganado bovino,variacion_existencias,43.2319472864116,1,43.2319472864116
domestico,P022,Ganado porcino y otro tipo de animales vivos n.c.p.,variacion_existencias,0.564502799999952,1,0.564502799999952
domestico,P023,Aves de corral,variacion_existencias,24.36727872054,1,24.36727872054
domestico,P024,Leche cruda,variacion_existencias,0,1,0
domestico,P025,Huevos,variacion_existencias,0,1,0
domestico,P026,Otros productos de animales vivos,variacion_existencias,0,1,0
domestico,P027,Troncos de madera y leña,variacion_existencias,0,1,0
domestico,P028,Productos forestales no madereros,variacion_existencias,0,1,0
domestico,P029,"Peces vivos, frescos o refrigerados",variacion_existencias,0,1,0
domestico,P030,Crustáceos sin congelar y otros productos de la pesca,variacion_existencias,92.1261817868274,1,92.1261817868274
domestico,P031,Petróleo crudo y gas natural,variacion_existencias,23.0718289324649,1,23.0718289324649
domestico,P032,Minerales metálicos,variacion_existencias,10.8984400464014,1,10.8984400464014
domestico,P033,Minerales no metálicos,variacion_existencias,22.5811393898203,1,22.5811393898203
domestico,P034,Carne y despojos comestibles de ganado bovino; cueros y pieles de bovino y de otros animales,variacion_existencias,-4.36506273852231,1,-4.36506273852231
domestico,P035,Carne y despojos comestibles de ganado porcino,variacion_existencias,-5.87673807703142,1,-5.87673807703142
domestico,P036,Carne y despojos comestibles de aves,variacion_existencias,-26.8431401205717,1,-26.8431401205717
domestico,P037,Carne y despojos de otros animales y conservas y preparados de carne,variacion_existencias,-13.2313648764973,1,-13.2313648764973
domestico,P038,"Pescado congelado, preparado o en conserva y sus productos",variacion_existencias,-0.237959609348789,1,-0.237959609348789
domestico,P039,"Crustáceos, moluscos y demás invertebrados acuáticos congelados, preparados o en conserva y sus productos",variacion_existencias,-4.25072325410193,1,-4.25072325410193
domestico,P040,"Vegetales preparados o en conserva, legumbres y papas",variacion_existencias,6.68454618109905,1,6.68454618109905
domestico,P041,Preparaciones y conservas de frutas y nueces,variacion_existencias,4.91377345094531,1,4.91377345094531
domestico,P042,Jugos de frutas,variacion_existencias,4.77239618561532,1,4.77239618561532
domestico,P043,Aceites de origen vegetal,variacion_existencias,40.0493447217148,1,40.0493447217148
domestico,P044,"Margarina, grasas y otros aceites de origen animal y vegetal",variacion_existencias,1.71864422929293,1,1.71864422929293
domestico,P045,Leche líquida y crema procesada,variacion_existencias,4.57586340263564,1,4.57586340263564
domestico,P046,Otros productos lácteos n.c.p.,variacion_existencias,5.08937123689525,1,5.08937123689525
domestico,P047,Harina de trigo,variacion_existencias,8.76380412654343,1,8.76380412654343
domestico,P048,Arroz sin cáscara,variacion_existencias,7.44429635059126,1,7.44429635059126
domestico,P049,"Otros productos de molinería, almidones y productos de almidón",variacion_existencias,8.97298388049515,1,8.97298388049515
domestico,P050,Pan y otros productos de panadería y repostería n.c.p.,variacion_existencias,0.841144547415498,1,0.841144547415498
domestico,P051,"Tortillas de maíz, incluso tostadas, horneadas o fritas",variacion_existencias,0.22238324064372,1,0.22238324064372
domestico,P052,"Azúcar de caña sin refinar y refinada, melaza y los demás azúcares n.c.p.",variacion_existencias,187.509436578943,1,187.509436578943
domestico,P053,Productos alimenticios n.c.p.,variacion_existencias,7.75856246104126,1,7.75856246104126
domestico,P054,Preparados para alimentación animal,variacion_existencias,-50.9244434369304,1,-50.9244434369304
