codigo,producto,producto_produccion_cero,apto_para_simulacion,estado_simulacion,coeficiente_insumo_domestico_directo,coeficiente_importacion_directa,coeficiente_intermedio_total_directo,coeficiente_valor_agregado_directo,coeficiente_impuestos_netos_sobre_insumos_intermedios_asociados_directo,coeficiente_empleo_directo_puestos_por_millon,multiplicador_produccion_domestica,multiplicador_produccion_indirecta,requerimiento_importacion_total,requerimiento_importacion_indirecta,multiplicador_valor_agregado,multiplicador_valor_agregado_indirecto,impuestos_netos_sobre_insumos_intermedios_asociados_total,impuestos_netos_sobre_insumos_intermedios_asociados_indirecto,multiplicador_empleo_puestos_por_millon,multiplicador_empleo_indirecto_puestos_por_millon,encadenamiento_atras_directo_normalizado,indice_dispersion_adelante_directo_normalizado,encadenamiento_adelante_directo_normalizado,encadenamiento_atras_normalizado,indice_dispersion_adelante_rh_normalizado,encadenamiento_adelante_normalizado,metodo_indice_adelante,tipo_encadenamiento,ranking_multiplicador_produccion,ranking_requerimiento_importacion,ranking_multiplicador_valor_agregado,ranking_multiplicador_empleo,ranking_encadenamiento_atras,ranking_indice_dispersion_adelante_rh
P039,"Crustáceos, moluscos y demás invertebrados acuáticos congelados, preparados o en conserva y sus productos",False,True,apto,0.342047993621678,0.364377744534871,0.70642573815655,0.288884985350189,0.0046892764932575,1.15971587983478,1.48711653421006,0.487116534210063,0.464424635050348,0.100046890515477,0.526874259150836,0.237989273800647,0.00870110579878323,0.00401182930552573,4.0614211969732,2.90170531713842,1.05479006762173,0.453510754672127,0.453510754672127,1.00839865490071,0.800859000734289,0.800859000734289,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,59,10,137,127,59,73
P040,"Vegetales preparados o en conserva, legumbres y papas",False,True,apto,0.507035347723059,0.234574952844729,0.741610300567787,0.247194883217109,0.0111948162151006,1.30282230221244,1.69386721127491,0.693867211274913,0.321183178238536,0.0866082253938074,0.664515614860944,0.417320731643835,0.0143012069004657,0.00310639068536509,18.5565102604912,17.2536879582788,1.56356961211399,0.0693111485218135,0.0693111485218135,1.14859419429248,0.694793508648852,0.694793508648852,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,29,30,117,33,29,115
P041,Preparaciones y conservas de frutas y nueces,False,True,apto,0.347664692870906,0.156979670764744,0.50464436363565,0.490444274895933,0.0049113614684137,2.44658056023034,1.4844923460342,0.484492346034201,0.216566820194514,0.0595871494297699,0.775130997641315,0.284686722745382,0.0083021821641477,0.003390820695734,13.8256789467332,11.3790983865029,1.07211055682611,0.163847392268346,0.163847392268346,1.00661921948602,0.716406721811592,0.716406721811592,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,61,61,84,53,61,101
P042,Jugos de frutas,False,True,apto,0.469071472766253,0.219723385951678,0.688794858717932,0.300472502101061,0.0107326391810052,1.68563736901292,1.65030506785183,0.650305067851829,0.299262534465624,0.0795391485139454,0.68509287198574,0.384620369884679,0.0156445935485983,0.00491195436759311,11.7547974979208,10.0691601289079,1.44649856074228,0.0462232428257655,0.0462232428257655,1.11905514619377,0.688934210459646,0.688934210459646,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,40,33,115,65,40,122
P043,Aceites de origen vegetal,False,True,apto,0.543807513871657,0.114224597823929,0.658032111695586,0.338945540607118,0.0030223476972932,1.7745315110322,1.80693624625906,0.806936246259059,0.217706757665191,0.103482159841262,0.77406363892499,0.435118098317872,0.00822960340979868,0.00520725571250548,8.23933585194215,6.46480434090994,1.67696573295596,0.904598308416365,0.904598308416365,1.22526516133912,0.935159892500761,0.935159892500761,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,19,60,86,92,19,54
P044,"Margarina, grasas y otros aceites de origen animal y vegetal",False,True,apto,0.550234692592803,0.142454389617178,0.692689082209981,0.302353110781873,0.0049578070081435,2.20499670319043,1.84887160698701,0.848871606987006,0.248417050306885,0.105962660689707,0.741317684641912,0.438964573860039,0.0102652650511802,0.00530745804303666,9.03432856415573,6.8293318609653,1.69678553720656,0.273987081161114,0.273987081161114,1.25370110457426,0.850993732079472,0.850993732079472,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,13,50,97,84,13,63
P045,Leche líquida y crema procesada,False,True,apto,0.579492220602074,0.0756343738401286,0.655126594442202,0.337293302037916,0.0075801035198787,7.1529967515256,1.9821483701021,0.982148370102101,0.240441266063072,0.164806892222943,0.745882888175416,0.4085895861375,0.0136758457614766,0.00609574224159795,15.9126550744138,8.75965832288823,1.78700840219281,0.0732625245255377,0.0732625245255377,1.34407472732883,0.69619623985281,0.69619623985281,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,6,52,95,42,6,114
P046,Otros productos lácteos n.c.p.,False,True,apto,0.548192018379417,0.0812478353815736,0.62943985376099,0.361618499878348,0.008941646360658,7.58654209650652,1.92770447250568,0.92770447250568,0.235968334642856,0.154720499261283,0.749285176986798,0.38766667710845,0.0147464883703133,0.00580484200965532,15.8242512634689,8.23770916696234,1.69048644318513,0.044625482646127,0.044625482646127,1.30715687197532,0.690775798316308,0.690775798316308,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,10,53,94,43,10,119
P047,Harina de trigo,False,True,apto,0.190645128430861,0.557671656946243,0.748316785377104,0.246033061275861,0.0056501533470336,0.242523303762718,1.26569033682356,0.265690336823563,0.600595310263131,0.0429236533168879,0.390574037809175,0.144540976533314,0.00883065192767065,0.00318049858063704,1.91786631218397,1.67534300842125,0.587901673622321,0.773176596717727,0.773176596717727,0.858251793866088,0.859488501565495,0.859488501565495,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,125,1,146,142,125,61
P048,Arroz sin cáscara,False,True,apto,0.261993676123317,0.39882766068208,0.660821336805397,0.329753210671908,0.0094254525226924,0.567134224072353,1.37187532202482,0.371875322024819,0.459701127978928,0.0608734672968483,0.528117300212706,0.198364089540798,0.0121815718083524,0.00275611928566005,6.72092808878232,6.15379386470997,0.807922667309182,0.0172521438336499,0.0172521438336499,0.930254756501746,0.683057165877183,0.683057165877183,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,93,11,136,106,93,127
P049,"Otros productos de molinería, almidones y productos de almidón",False,True,apto,0.31265299890778,0.328222622155218,0.640875621062998,0.351673809098458,0.0074505698385415,2.38579981407583,1.44685048291357,0.446850482913574,0.396156635759678,0.0679340136044594,0.595529309133663,0.243855500035205,0.00831405510663813,0.00086348526809663,17.9916995500916,15.6058997360158,0.964143289859,0.181962268306666,0.181962268306666,0.981094653478176,0.7213440203618,0.7213440203618,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,75,19,128,36,75,100
P050,Pan y otros productos de panadería y repostería n.c.p.,False,True,apto,0.478742999882585,0.107251557414916,0.585994557297501,0.408463637206445,0.0055418054960508,7.07292847848803,1.67175547969703,0.671755479697028,0.286691953343371,0.179440395928455,0.702778427027698,0.294314789821253,0.0105296196288752,0.00498781413282444,10.7894412688627,3.71651279037467,1.47632312025227,0.0803117174349558,0.0803117174349558,1.13360045313789,0.703380501383709,0.703380501383709,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,38,39,107,71,38,109
P051,"Tortillas de maíz, incluso tostadas, horneadas o fritas",False,True,apto,0.360770947647169,0.138359694343407,0.499130641990575,0.498006037231411,0.0028633207780132,27.0082447520188,1.46621387070247,0.466213870702468,0.194447417233578,0.0560877228901711,0.80554940205178,0.307543364820369,3.18071462249679e-06,-0.0028601400633907,59.3401409886163,32.3318962365975,1.1125269534123,0.0369917997495261,0.0369917997495261,0.99422477055472,0.690935866009633,0.690935866009633,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,71,73,69,5,71,118
P052,"Azúcar de caña sin refinar y refinada, melaza y los demás azúcares n.c.p.",False,True,apto,0.638130176101017,0.03252517095559,0.670655347056607,0.326081421457305,0.0032632314860857,0.502960979728539,2.02340021077659,1.02340021077659,0.156451982340809,0.123926811385219,0.830110824697337,0.504029403240032,0.0134371929618051,0.0101739614757194,9.51753772628378,9.01457674655524,1.9678331232825,2.04846342352055,2.04846342352055,1.37204718254091,1.2821357561353,1.2821357561353,Rasmussen-Hirschman_filas_L_no_Ghosh,clave,4,92,54,78,4,22
P053,Productos alimenticios n.c.p.,False,True,apto,0.360736788984706,0.264581311908066,0.625318100892772,0.363945999796424,0.0107358993107983,2.31764431332933,1.55783738529888,0.557837385298879,0.33171493897422,0.0671336270661542,0.653632307390784,0.28968630759436,0.0146527536349543,0.00391685432415602,7.88424635681542,5.56660204348609,1.11242161668014,0.458498355994341,0.458498355994341,1.05635374750499,0.793503833981711,0.793503833981711,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,46,29,118,98,46,75
P054,Preparados para alimentación animal,False,True,apto,0.323086229804296,0.406547744872737,0.729633974677033,0.267908707677663,0.0024573176453017,1.41438377691586,1.49542281783249,0.495422817832493,0.477963562171576,0.0714158172988396,0.519158243041542,0.251249535363879,0.00287819478686013,0.000420877141558429,18.324596304713,16.9102125277971,0.996316752437533,5.77128439265749,5.77128439265749,1.0140310616687,2.80489787222452,2.80489787222452,Rasmussen-Hirschman_filas_L_no_Ghosh,clave,57,9,138,35,57,2
P055,"Aguardientes, licores, vinos, demás bebidas espirituosas y productos del tabaco",False,True,apto,0.580351928155076,0.0885733911216019,0.668925319276678,0.316013048385655,0.0150616323376646,0.808138085934758,1.81739059608039,0.817390596080394,0.179759728727779,0.0911863376061767,0.798953664528395,0.48294061614274,0.0212866067437673,0.00622497440610273,11.8623465354027,11.054208449468,1.7896595242718,0.199576467194348,0.199576467194348,1.23235415003314,0.727787074173926,0.727787074173926,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,17,78,73,64,17,96
P056,Malta y cerveza de malta,False,True,apto,0.342481387246972,0.346950125637262,0.689431512884234,0.299010564284645,0.0115579228311175,0.235984731730337,1.47655713254374,0.476557132543737,0.427127080045034,0.0801769544077721,0.556833768785991,0.257823204501346,0.0160391511689279,0.00448122833781044,3.18223513633039,2.94625040460006,1.05612654466547,0.0124170725439924,0.0124170725439924,1.00123843161496,0.682443391447729,0.682443391447729,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,65,14,133,136,65,130
P057,Bebidas no alcohólicas,False,True,apto,0.474069568910648,0.268432881874335,0.742502450784983,0.246521279787523,0.0109762694274919,0.508797496709328,1.74084031357767,0.74084031357767,0.365603279609091,0.0971703977347554,0.616853102710596,0.370331822923073,0.0175436176802671,0.00656734825277522,5.20011951650598,4.69132201979665,1.4619114334047,0.0647949194652544,0.0647949194652544,1.18044617904886,0.697800129531724,0.697800129531724,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,22,23,124,119,22,112
P058,Aguas minerales y otras aguas embotelladas,False,True,apto,0.257153989661599,0.111909795593378,0.369063785254977,0.624454551213327,0.0064816635316944,1.14827652076882,1.35482650746658,0.35482650746658,0.165413057919392,0.0535032623260141,0.824419914090204,0.199965362876877,0.0101670279903626,0.0036853644586682,3.76639956123472,2.6181230404659,0.792998290305323,0.108275179614165,0.108275179614165,0.91869412808246,0.706015067875225,0.706015067875225,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,100,90,59,130,100,107
P059,"Hilados, tejidos, telas y otros productos textiles excepto prendas de vestir",False,True,apto,0.333346091755557,0.301305537013261,0.634651628768818,0.355884903684595,0.0094634675465834,7.73590266915266,1.47480031627593,0.47480031627593,0.38907168625471,0.0877661492414494,0.597307250032971,0.241422346348376,0.0136210637122874,0.00415759616570396,11.3858307827012,3.64992811354857,1.02795558875046,1.32237248837657,1.32237248837657,1.00004715230321,1.06299282775747,1.06299282775747,Rasmussen-Hirschman_filas_L_no_Ghosh,clave,66,20,127,67,66,43
P060,"Prendas de vestir, adobo y teñido de pieles",False,True,apto,0.405257497777211,0.237896706901379,0.64315420467859,0.345759558671227,0.011086236650181,6.45233075705727,1.57984188321217,0.579841883212165,0.332301320063391,0.0944046131620122,0.651522240306931,0.305762681635704,0.0161764396296274,0.00509020297944642,11.0434611965408,4.59113043948357,1.24971229609793,0.297869290139244,0.297869290139244,1.07127477459807,0.771259212645699,0.771259212645699,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,43,28,119,70,43,81
P061,Cuero de piel curtida o adobada y cuero artificial o regenerado y artículos de cuero,False,True,apto,0.438839458494257,0.109781929746167,0.548621388240424,0.44417714825775,0.0072014635018241,8.34707265475005,1.75792050740315,0.757920507403146,0.174630676470155,0.0648487467239874,0.813475477537949,0.369298329280199,0.0118938459918662,0.00469238249004213,14.9883213739748,6.64124871922477,1.35327062497614,0.916345196273374,0.916345196273374,1.19202808543133,0.903257877769907,0.903257877769907,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,21,81,63,48,21,56
P062,"Calzado y sus partes, de cualquier material y de cualquier uso",False,True,apto,0.412382574646171,0.203462512077019,0.61584508672319,0.374812582202352,0.0093423310744548,6.43214585484088,1.66458053552275,0.664580535522755,0.282252045137378,0.0787895330603589,0.703287721149379,0.328475138947027,0.0144602337132112,0.00511790263875642,11.7141309531197,5.2819850982788,1.27168424287898,0.112074539205137,0.112074539205137,1.12873519618735,0.703902556148468,0.703902556148468,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,39,41,106,66,39,108
P063,"Madera aserrada y acepillada, productos de madera, corcho, paja y materiales trenzables",False,True,apto,0.51756628293188,0.140476681136286,0.658042964068166,0.333989939367573,0.0079670965642579,6.15381043900858,1.68424077564051,0.684240775640511,0.211201549490762,0.0707248683544756,0.775085657774497,0.441095718406924,0.013712792734717,0.00574569617045914,24.16918585783,18.0153754188214,1.59604437024199,1.79303197423874,1.79303197423874,1.14206660582049,1.15395014035311,1.15395014035311,Rasmussen-Hirschman_filas_L_no_Ghosh,clave,35,63,85,25,35,37
P064,Pasta de papel y papel,False,True,apto,0.320473677954148,0.43754820764954,0.758021885603688,0.232773524727954,0.0092045896683537,1.64442452445754,1.44394866818758,0.443948668187582,0.511018954989892,0.0734707473403524,0.475532164524862,0.242758639796908,0.0134488804852164,0.00424429081686275,4.70621206489883,3.06178754044129,0.988260298974659,0.896617520034401,0.896617520034401,0.979126962312658,0.947231573656009,0.947231573656009,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,76,6,141,123,76,52
P065,Envases de papel y cartón,False,True,apto,0.293020238589726,0.390431181641547,0.683451420231272,0.30857975988857,0.0079688198801545,2.20733990816871,1.4069160380649,0.4069160380649,0.457354815691754,0.0669236340502072,0.530925484601766,0.222345724713196,0.0117196997064493,0.00375087982629478,5.05555215905479,2.84821225088608,0.903600790064698,0.98956218420751,0.98956218420751,0.954015511028186,0.987910688741309,0.987910688741309,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,84,12,135,120,84,47
P066,Productos de la edición,False,True,apto,0.307377131894486,0.155438565915863,0.462815697810349,0.529916967105857,0.007267335083791,1.78554107379723,1.42805558890476,0.428055588904762,0.212789142627851,0.0573505767119886,0.776024423814684,0.246107456708826,0.0111864335573377,0.00391909847354668,4.93937439087585,3.15383331707862,0.947873841631011,0.379724198614436,0.379724198614436,0.968350026274125,0.783418233116667,0.783418233116667,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,79,62,82,121,79,77
P067,Productos de la impresión,False,True,apto,0.362055308313352,0.256611487951916,0.618666796265269,0.369779218271999,0.0115539854627304,4.80009848184049,1.50427403131689,0.504274031316894,0.340730636474793,0.0841191485228767,0.643131584976072,0.273352366704073,0.0161377785490907,0.00458379308636028,7.80966910099854,3.00957061915805,1.11648759899185,0.45821729650376,0.45821729650376,1.02003297985506,0.857053331375073,0.857053331375073,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,55,27,120,99,55,62
P068,"Gasolinas, diésel oil y fuel oils",False,True,apto,0.137830101403491,0.0618745126630313,0.199704614066522,0.795615021602599,0.0046803643308764,0.302045032266546,1.18756649778355,0.187566497783554,0.0951265332168361,0.0332520205538048,0.898396189146996,0.102781167544397,0.00647727763607708,0.00179691330520068,1.10615188901434,0.804106856747795,0.425033400840521,0.0847752842835997,0.0847752842835997,0.805276810136603,0.706941863348322,0.706941863348322,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,139,121,27,145,139,106
P069,"Aceites, grasas lubricantes y otros aceites preparados",True,False,solo_completitud_algebraica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.678089868348049,0.678089868348049,0.678089868348049,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,146,146,147,147,146,135
P070,"Gases de petróleo, otros productos de la refinación de petróleo n.c.p.",False,True,apto,0.229651096003442,0.18230212435818,0.411953220361622,0.577644040902256,0.010402738736121,0.207526596724773,1.3144518820103,0.314451882010302,0.225954720622704,0.0436525962645239,0.760672299568157,0.183028258665901,0.0133729798090809,0.00297024107295994,1.55786941490561,1.35034281818083,0.70818627677962,0.405283446968243,0.405283446968243,0.891316503622211,0.788494341321409,0.788494341321409,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,113,59,88,144,113,76
P071,"Abonos, fertilizantes y pesticidas",False,True,apto,0.282268761548135,0.306284551297614,0.588553312845749,0.404845222087782,0.0066014650664663,0.616269781831505,1.38699355470161,0.386993554701612,0.386943244322927,0.0806586930253133,0.603233723398106,0.198388501310324,0.0098230322789478,0.0032215672124815,2.66124336962757,2.04497358779607,0.87044593633889,4.31631157973796,4.31631157973796,0.940506276907209,1.99397581032245,1.99397581032245,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,89,21,126,139,89,7
P072,"Pinturas, barnices, tintas y productos relacionados",False,True,apto,0.265287899899213,0.373303038014968,0.638590937914181,0.350605692916167,0.0108033691696495,1.99542742802246,1.3851756919375,0.385175691937504,0.431197605612169,0.0578945675972011,0.554595328789181,0.203989635873014,0.0142070655986173,0.00340369642896777,4.24084937007553,2.24542194205308,0.818081225710731,0.570766498812948,0.570766498812948,0.93927360258482,0.862950091628144,0.862950091628144,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,90,13,134,124,90,60
P073,"Jabón, preparados de limpieza, perfumes y preparados de toilet",False,True,apto,0.213538098546564,0.365524461746933,0.579062560293497,0.411885219316109,0.0090522203903891,1.57811328571995,1.31595903047306,0.315959030473058,0.409306048108328,0.0437815863613947,0.579011305478464,0.167126086162355,0.0116826464131848,0.00263042602279568,3.49101654143685,1.9129032557169,0.658497841255783,0.31888132824662,0.31888132824662,0.892338485724902,0.770612433178201,0.770612433178201,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,112,16,131,133,112,82
P074,Otros productos químicos,False,True,apto,0.428582542235845,0.195207828256316,0.623790370492161,0.369645609549442,0.0065640199583933,1.74173560336095,1.72486015434598,0.724860154345983,0.276532995960313,0.0813251677039968,0.710973335158759,0.341327725609318,0.012493668880838,0.0059296489224447,5.73029754302564,3.98856193966468,1.32164087243981,0.795788522293353,0.795788522293353,1.16961019497926,0.91428800168683,0.91428800168683,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,24,42,101,114,24,55
P075,Productos farmacéuticos,False,True,apto,0.295688116197133,0.355755080382756,0.651443196579888,0.33708630759353,0.0114704958265782,1.29803293498767,1.41687322732776,0.416873227327758,0.422470514646557,0.0667154342638014,0.562231104939178,0.225144797345648,0.0152983804142092,0.00382788458763103,3.82107809777085,2.52304516278318,0.911827854261531,0.0587586087531987,0.0587586087531987,0.960767380184555,0.693901176550296,0.693901176550296,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,82,15,132,129,82,116
P076,Productos de caucho y plástico,False,True,apto,0.218895190782505,0.475894306254077,0.694789497036581,0.297666052664328,0.0075444502990864,2.34531811487096,1.30068001911502,0.300680019115025,0.522764396413983,0.0468700901599057,0.466947704520109,0.169281651855781,0.010287899065868,0.00274344876678158,4.16314588197852,1.81782776710757,0.675017767661354,3.10389400155734,3.10389400155734,0.881977942924645,1.66756402244784,1.66756402244784,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,114,4,143,126,114,12
P077,Vidrio y productos de vidrio,False,True,apto,0.361900288985052,0.288806080944953,0.650706369930005,0.339603752252841,0.0096898778171517,0.85317984523818,1.50431204851078,0.504312048510782,0.370631961913188,0.081825880968235,0.614054998704341,0.2744512464515,0.0153130393824398,0.00562316156528807,4.03659827659353,3.18341843135535,1.11600955833432,0.48359661949919,0.48359661949919,1.02005875892906,0.80822291278954,0.80822291278954,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,54,22,125,128,54,72
P078,Productos de cerámica y arcilla,False,True,apto,0.408728163103416,0.136782134550058,0.545510297653474,0.445345628408866,0.0091440739376576,13.6215428714624,1.55421670142235,0.554216701422346,0.206887678879189,0.0701055443291313,0.778188947192621,0.332843318783755,0.0149233739281626,0.00577929999050504,19.8219777645451,6.20043489308273,1.26041495590704,0.49725264701193,0.49725264701193,1.05389859845182,0.815327281187848,0.815327281187848,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,47,66,80,29,47,70
P079,"Cemento, cal y yeso",False,True,apto,0.394377688531807,0.095764382889477,0.490142071421284,0.499139610874212,0.0107183177045012,0.59495603791029,1.553470572181,0.553470572181001,0.177155436622123,0.0813910537326461,0.806356950775355,0.307217339901143,0.0164876126024753,0.0057692948979741,3.6898769303081,3.09492089239781,1.21616169810096,2.44104323480591,2.44104323480591,1.05339265577278,1.44381062433618,1.44381062433618,Rasmussen-Hirschman_filas_L_no_Ghosh,clave,48,79,68,131,48,18
P080,"Artículos de hormigón, cemento y yeso",False,True,apto,0.613613476273526,0.0661392271911231,0.679752703464649,0.299627395758881,0.0206199007764679,3.18983242318755,1.89875287602272,0.898752876022716,0.169746421532607,0.103607194341484,0.800126521728517,0.500499125969636,0.0301270567388387,0.00950715596237076,7.9268141815688,4.73698175838125,1.89222978120442,0.756413364806062,0.756413364806062,1.28752508772772,0.892908571864052,0.892908571864052,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,11,88,72,97,11,59
P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,False,True,apto,0.478350852917076,0.195456565315112,0.673807418232187,0.314154533940122,0.0120380478276889,3.99976247796047,1.68375127508284,0.683751275082843,0.289869498529439,0.0944129332143272,0.691509800554195,0.377355266614073,0.0186207009163026,0.0065826530886137,6.97587162694833,2.97610914898787,1.47511383754346,0.311875149894914,0.311875149894914,1.14173468045178,0.764268351949898,0.764268351949898,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,37,35,113,104,37,84
P082,"Métales básicos de hierro y acero, productos primarios de metales preciosos y otros metales no ferrosos",False,True,apto,0.295980172703872,0.427777727717766,0.723757900421638,0.267835246603186,0.0084068529751726,0.616429116913268,1.39223775059157,0.392237750591574,0.482833893666875,0.0550561659491093,0.504818346773314,0.236983100170128,0.0123477595597783,0.00394090658460572,3.50605620955025,2.88962709263698,0.912728483144722,1.90353253596129,1.90353253596129,0.944062313007824,1.21515594978144,1.21515594978144,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,86,8,139,132,86,30
P083,Productos metálicos estructurales y sus partes de hierro o de acero,False,True,apto,0.178754279294605,0.514618285034395,0.693372564329,0.29658749803012,0.0100399376408777,6.04737869178484,1.24547985536002,0.245479855360025,0.555630658677894,0.0410123736434989,0.432083840554503,0.135496342524383,0.0122855007675834,0.00224556312670569,7.50482569264719,1.45744700086234,0.551233282640958,0.511311065643677,0.511311065643677,0.844547271151226,0.831739904986141,0.831739904986141,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,130,3,144,101,130,67
P084,Otros productos elaborados de metal,False,True,apto,0.193739883542273,0.469994657851001,0.663734541393274,0.324731486747731,0.0115339718589926,5.27218613390908,1.26174861054578,0.26174861054578,0.502060768952761,0.0320661111017601,0.484157655768322,0.159426169020591,0.0137815752788999,0.00224760341990732,7.11987284790312,1.84768671399404,0.597445120782107,1.75073582109749,1.75073582109749,0.855578949213322,1.15794806716186,1.15794806716186,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,126,7,140,103,126,36
P085,"Maquinaria para usos generales y especiales, sus partes y piezas, excepto electrodomésticos",False,True,apto,0.233795162797991,0.347633792190764,0.581428954988755,0.410473340375186,0.008097704636057,2.83359590025959,1.31788842907352,0.317888429073518,0.406278036414286,0.0586442442235225,0.582758540515199,0.172285200140013,0.0109634230704985,0.00286571843444154,4.89719440823989,2.06359850798031,0.720965537514843,0.292139650319201,0.292139650319201,0.893646791367879,0.769881256944309,0.769881256944309,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,110,17,129,122,110,83
P086,Electrodomésticos y sus partes,True,False,solo_completitud_algebraica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.45065950777148e-11,3.45065950777148e-11,0.678089868348049,0.678089868359197,0.678089868359197,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,146,146,147,147,146,133
P087,"Maquinaria de oficina, contabilidad e informática, sus partes y piezas",True,False,solo_completitud_algebraica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.86360776357593e-11,2.86360776357593e-11,0.678089868348049,0.678089868355328,0.678089868355328,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,146,146,147,147,146,134
P088,"Maquinaria y aparatos eléctricos, sus partes y piezas",False,True,apto,0.335855293821869,0.428786278059198,0.764641571881068,0.222115640330669,0.0132427877882615,1.52445235132381,1.47144884394016,0.471448843940159,0.514121591245781,0.0853353131865829,0.468343493849134,0.246227853518465,0.017534914905054,0.00429212711679252,4.19576814651032,2.6713157951865,1.03569333744817,0.0376237159773761,0.0376237159773761,0.997774552868271,0.689942267679937,0.689942267679937,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,68,5,142,125,68,120
P089,"Equipo y aparatos de radio, televisión y comunicaciones",True,False,solo_completitud_algebraica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.678089868348049,0.678089868348049,0.678089868348049,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,146,146,147,147,146,135
P090,"Aparatos médicos, instrumentos ópticos y de precisión, relojes",False,True,apto,0.356846479259375,0.190006820150549,0.546853299409924,0.439491499289221,0.013655201300854,4.25407095713802,1.49811157172438,0.498111571724381,0.2846136784006,0.094606858250051,0.697081768463751,0.25759026917453,0.0183045531356306,0.0046493518347766,8.15563438797538,3.90156343083736,1.1004248789861,0.017667282984848,0.017667282984848,1.01585427844127,0.682383095609027,0.682383095609027,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,56,40,109,94,56,131
P091,Equipo de transporte,False,True,apto,0.342675083875266,0.253599164223934,0.5962742480992,0.39350210209199,0.0102236498088078,2.71867945846009,1.46917745092275,0.469177450922752,0.358787197542126,0.105188033318192,0.626724467524099,0.233222365432109,0.0144883349337432,0.00426468512493539,5.24212033518386,2.52344087672377,1.05672385639793,0.071410403291563,0.071410403291563,0.996234344276131,0.702855769270461,0.702855769270461,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,70,24,123,118,70,110
