codigo,producto,producto_produccion_cero,apto_para_simulacion,estado_simulacion,coeficiente_insumo_domestico_directo,coeficiente_importacion_directa,coeficiente_intermedio_total_directo,coeficiente_valor_agregado_directo,coeficiente_impuestos_netos_sobre_insumos_intermedios_asociados_directo,coeficiente_empleo_directo_puestos_por_millon,multiplicador_produccion_domestica,multiplicador_produccion_indirecta,requerimiento_importacion_total,requerimiento_importacion_indirecta,multiplicador_valor_agregado,multiplicador_valor_agregado_indirecto,impuestos_netos_sobre_insumos_intermedios_asociados_total,impuestos_netos_sobre_insumos_intermedios_asociados_indirecto,multiplicador_empleo_puestos_por_millon,multiplicador_empleo_indirecto_puestos_por_millon,encadenamiento_atras_directo_normalizado,indice_dispersion_adelante_directo_normalizado,encadenamiento_adelante_directo_normalizado,encadenamiento_atras_normalizado,indice_dispersion_adelante_rh_normalizado,encadenamiento_adelante_normalizado,metodo_indice_adelante,tipo_encadenamiento,ranking_multiplicador_produccion,ranking_requerimiento_importacion,ranking_multiplicador_valor_agregado,ranking_multiplicador_empleo,ranking_encadenamiento_atras,ranking_indice_dispersion_adelante_rh
P092,Muebles,False,True,apto,0.481006836332918,0.133499004445137,0.614505840778055,0.377976072345144,0.0075180868767975,5.56500134549478,1.76913013864914,0.769130138649142,0.234738590570259,0.101239586125122,0.751280473986635,0.373304401641491,0.0139809354430773,0.00646284856627978,15.0474059643139,9.48240461881913,1.48330422304211,0.0397947033834917,0.0397947033834917,1.19962922280716,0.687594718836001,0.687594718836001,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,20,55,93,47,20,123
P093,Otros artículos n.c.p.,False,True,apto,0.306725220991636,0.189184899757853,0.495910120749489,0.493974703214052,0.0101151760364565,6.03049398853705,1.42374012489872,0.423740124898717,0.27620394326841,0.0870190435105573,0.709916085844519,0.215941382630467,0.0138799708870462,0.00376479485058974,8.65929496831554,2.6288009797785,0.945863512209049,0.542048663620074,0.542048663620074,0.965423753854406,0.836484055332224,0.836484055332224,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,80,44,103,88,80,65
P094,Residuos y desechos,False,True,apto,0.168115579656982,0.0969736669665097,0.265089246623492,0.721994934561395,0.0129158188151108,11.8922432500854,1.22270517360745,0.222705173607455,0.124118504610373,0.027144837643863,0.860796186195698,0.138801251634303,0.0150853091938003,0.00216949037868954,13.6514090119231,1.75916576183769,0.518426206091965,0.765606494770446,0.765606494770446,0.829103990199957,0.987407376655437,0.987407376655437,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,134,112,38,54,134,48
P095,"Generación y distribución de energía eléctrica, gas, vapor y aire acondicionado",False,True,apto,0.215262929684875,0.20277906586287,0.418041995547745,0.574750973636993,0.0072070308152597,0.706947792313958,1.30001521875469,0.300015218754687,0.233056989957118,0.0302779240942479,0.757137871107354,0.182386897470361,0.00980513893542353,0.00259810812016383,2.57202960329774,1.86508181098378,0.663816787096545,6.24418580844293,6.24418580844293,0.881527148535826,2.76035830937892,2.76035830937892,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,115,57,89,140,115,3
P096,Agua natural y distribución de agua natural,False,True,apto,0.315115002622998,0.077013567412734,0.392128570035732,0.596023960587216,0.0118474693770488,10.2996464741072,1.43552165116684,0.435521651166841,0.138827207423798,0.061813640011064,0.84531195246635,0.249287991879134,0.0158608401097868,0.00401337073273804,12.6351601992538,2.33551372514654,0.971735490701236,1.53693320657695,1.53693320657695,0.973412687450497,1.17058541650628,1.17058541650628,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,78,105,44,60,78,35
P097,"Evacuación de aguas residuales, recogida, tratamiento y eliminación de desechos",False,True,apto,0.187311639972223,0.142413787950032,0.329725427922254,0.653328888608981,0.0169456834687635,15.8631141360219,1.25099861673268,0.250998616732678,0.172728779162319,0.030314991212288,0.807852621998815,0.154523733389834,0.0194185988388367,0.00247291537007318,17.8148339644506,1.95171982842872,0.577622032805038,0.195927477201438,0.195927477201438,0.848289487323853,0.735988205968987,0.735988205968987,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,128,85,67,37,128,92
P098,Edificaciones residenciales,False,True,apto,0.400479623287245,0.0955712604975883,0.496050883784833,0.493994845136885,0.0099542710782799,12.3578348064211,1.60270999891624,0.602709998916237,0.193670601029483,0.0980993405318952,0.790004201795111,0.296009356658226,0.0163251971753701,0.00637092609709018,16.0388449707853,3.68101016436428,1.23497853168377,0,0,1.08678141216521,0.678089868348049,0.678089868348049,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,41,74,76,41,41,135
P099,Edificaciones no residenciales,False,True,apto,0.463673794337101,0.158477763510871,0.622151557847972,0.365902718657011,0.0119457234950159,5.96260096414246,1.71147851592574,0.711478515925742,0.269743330730325,0.111265567219453,0.710586968519237,0.344684249862226,0.0196697007503736,0.0077239772553577,10.1194802756561,4.15687931151368,1.42985347671474,0,0,1.1605362415446,0.678089868348049,0.678089868348049,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,26,46,102,74,26,135
P100,Obras de ingeniería civil,False,True,apto,0.458207749274955,0.102955944753425,0.56116369402838,0.425713539087025,0.0131227668845919,3.30390084421728,1.69435813854528,0.694358138545282,0.206723337240854,0.103767392487429,0.772221535740408,0.346507996653383,0.0210551270186584,0.00793236013406648,6.84320004293812,3.53929919872084,1.41299756716919,0,0,1.14892708710062,0.678089868348049,0.678089868348049,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,28,67,87,105,28,135
P101,Servicios generales y especializados de construcción,False,True,apto,0.460524104216948,0.133818947481877,0.594343051698825,0.391350723152832,0.0143062251483409,5.42539014023789,1.68873814775874,0.688738147758742,0.234380465994083,0.100561518512206,0.743965448504426,0.352614725351594,0.0216540855006128,0.00734786035227192,9.43825545154537,4.01286531130748,1.42014062379124,4.30193599407022,4.30193599407022,1.14511622828805,2.09422809271904,2.09422809271904,Rasmussen-Hirschman_filas_L_no_Ghosh,clave,31,56,96,80,31,6
P102,Servicios de comercio,False,True,apto,0.245947639324085,0.034746150655199,0.280693789979284,0.711982920994992,0.0073232890257202,11.1583090261382,1.34485937290511,0.344859372905107,0.0720640395044682,0.0373178888492691,0.917315740528035,0.205332819533043,0.010620219967441,0.00329693094172078,13.1389314243582,1.98062239821995,0.75844072162865,18.1008080353973,18.1008080353973,0.911935515119864,6.26869069696694,6.26869069696694,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,105,131,17,57,105,1
P103,Mantenimiento y reparación de vehículos automotores y motocicletas,False,True,apto,0.194964377744066,0.115739281494924,0.31070365923899,0.67699013475921,0.0123062060017968,11.1922800365478,1.27440289033316,0.274402890333159,0.151888835527997,0.0361495540330729,0.833193714444127,0.156203579684917,0.0149174500278413,0.00261124402604451,12.852913529815,1.66063349326724,0.601221153227836,1.68892878576061,1.68892878576061,0.864159688128385,1.28180574423171,1.28180574423171,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,122,96,53,59,122,23
P104,Servicio de transporte de pasajeros por vía terrestre,False,True,apto,0.233328980979191,0.253803806972403,0.487132787951594,0.491599793322667,0.0212674187257366,8.9130572543014,1.31701041823992,0.31701041823992,0.287103064603446,0.0332992576310426,0.68874843819312,0.197148644870453,0.024148497203405,0.00288107847766838,11.2832502216556,2.37019296735419,0.719527949920864,0.184349623660069,0.184349623660069,0.893051421117316,0.730553670384319,0.730553670384319,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,111,36,114,68,111,94
P105,Servicio de transporte de carga por vía terrestre,False,True,apto,0.272266153449722,0.262860182291471,0.535126335741193,0.437479504686894,0.0273941595719109,7.96489120652811,1.37323148102142,0.373231481021417,0.303462895508602,0.0406027132171312,0.665626043195643,0.228146538508749,0.0309110612957095,0.00351690172379857,10.7000802634631,2.73518905693494,0.839600406269246,4.73807941322829,4.73807941322829,0.931174354177209,2.23105606666983,2.23105606666983,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,92,31,116,72,92,5
P106,Otros tipos de transporte,False,True,apto,0.302282850247615,0.171947278280163,0.474230128527779,0.510173010575265,0.0155968608969539,3.86748471099575,1.44705954100446,0.447059541004458,0.228451869543884,0.0565045912637204,0.751625345813591,0.241452335238326,0.0199227846424556,0.00432592374550169,6.30924258042253,2.44175786942678,0.932164357047014,0.149032423056664,0.149032423056664,0.981236413651501,0.721417517599415,0.721417517599415,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,74,58,91,111,74,99
P107,Servicios de almacenamiento y depósito,False,True,apto,0.359486118670736,0.0124083105013694,0.371894429172105,0.619323053731067,0.0087825170968256,5.39114290905418,1.48789596584946,0.487895965849459,0.0576369814392104,0.045228670937841,0.929248084832118,0.309925031101051,0.0131149337285273,0.00433241663170166,8.43860704408903,3.04746413503485,1.1085648636816,0.180720581911754,0.180720581911754,1.00892717959845,0.734001029481158,0.734001029481158,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,58,135,12,89,58,93
P108,Otros servicios de apoyo al transporte,False,True,apto,0.405944252432724,0.0714300816518142,0.477374334084538,0.513819450858173,0.0088062150572862,4.75678589726029,1.57966390920111,0.579663909201115,0.139374082078503,0.0679440004266884,0.845916961900725,0.332097511042552,0.0147089560207111,0.00590274096342494,8.33734545843915,3.58055956117886,1.25183007489809,1.56407924143522,1.56407924143522,1.07115409222435,1.21931369162415,1.21931369162415,Rasmussen-Hirschman_filas_L_no_Ghosh,clave,44,104,43,91,44,29
P109,Servicios postales y de mensajería,False,True,apto,0.373559003396752,0.136224938934665,0.509783942331417,0.473745050910502,0.0164710067580788,5.8205089594015,1.5221151882681,0.522115188268096,0.197829108911942,0.0616041699772766,0.779900116074174,0.306155065163672,0.0222707750138051,0.00579976825572632,9.48348950398438,3.66298054458288,1.1519621041525,0.341779317592096,0.341779317592096,1.03213088762328,0.810661367934221,0.810661367934221,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,52,72,79,79,52,71
P110,Servicio de alojamiento,False,True,apto,0.362799310292928,0.090442010235825,0.453241320528753,0.535142633872141,0.0116160455991024,9.07624503887695,1.51213124449256,0.512131244492563,0.154929122443262,0.0644871122074374,0.828730424837768,0.293587790965627,0.0163404527188464,0.00472440711974399,12.2094863175414,3.13324127866441,1.11878191415517,0.817586562644544,0.817586562644544,1.02536087650293,0.947071703746861,0.947071703746861,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,53,94,55,62,53,53
P111,Servicio de suministro de comidas y bebidas,False,True,apto,0.498183178734036,0.104436080048687,0.602619258782723,0.384979870865422,0.0124008703518483,10.8787350636765,1.82783041002092,0.82783041002092,0.206685253401016,0.102249173352329,0.775665148475364,0.390685277609942,0.0176495981235786,0.0052487277717303,18.3418995390711,7.46316447539465,1.53627174719256,1.33744337956064,1.33744337956064,1.23943328209365,1.0844421371296,1.0844421371296,Rasmussen-Hirschman_filas_L_no_Ghosh,clave,15,68,83,34,15,41
P112,"Servicios de información, telecomunicaciones y radiodifusión",False,True,apto,0.23852125972072,0.121438951522165,0.359960211242885,0.631885798378523,0.0081539903785897,1.09765779252813,1.32417120044039,0.324171200440392,0.152671022915693,0.0312320713935286,0.836391654703318,0.204505856324795,0.0109373223809331,0.00278333200234342,2.68578492513724,1.58812713260911,0.735539632921544,2.34897506590443,2.34897506590443,0.897907074976903,1.59890559390801,1.59890559390801,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,109,95,51,138,109,13
P113,Servicios de banco central,False,True,apto,0.546312963956879,0.0678597740845406,0.61417273804142,0.3675448672147,0.0182823947438777,1.21403206106289,1.82722001427535,0.827220014275349,0.138226272008153,0.070366497923612,0.836442697480403,0.468897830265703,0.0253310305113478,0.00704863576747007,5.44799305485779,4.2339609937949,1.68469191148673,0,0,1.23901937892289,0.678089868348049,0.678089868348049,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,16,106,50,115,16,135
P114,Otros servicios financieros y servicios de banca de inversión,False,True,apto,0.522297886454871,0.111836042213053,0.634133928667924,0.355676701104932,0.0101893702271415,1.17506063314764,1.72564405512379,0.725644055123789,0.17473975432265,0.0629037121095964,0.809024545580401,0.453347844475469,0.0162357000968291,0.0060463298696876,6.44324956138462,5.26818892823698,1.61063544662028,0.908498201174461,0.908498201174461,1.17014175015448,0.973761767256966,0.973761767256966,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,23,80,65,109,23,50
P115,Servicios de Intermediación Financiera Medidos Indirectamente (SIFMI),False,True,apto,0.305697155036581,0.0247487204633999,0.33044587549998,0.663458508044457,0.0060956164555605,2.2099927709932,1.42203882274183,0.42203882274183,0.0613305284402154,0.0365818079768155,0.929076804755124,0.265618296710667,0.00959266680457501,0.00349705034901451,5.29432713080685,3.08433435981365,0.942693215120706,2.89792053108016,2.89792053108016,0.964270118098822,1.68539031655709,1.68539031655709,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,81,133,13,116,81,11
P116,"Servicios de seguro, reaseguro y fondos de pensiones",False,True,apto,0.449932961071521,0.217709427380501,0.667642388452022,0.320657807641397,0.0116998039065798,0.600863476094101,1.69232895842324,0.692328958423241,0.27149051660802,0.0537810892275191,0.711055330210661,0.390397522569264,0.0174541531812238,0.00575434927464395,3.38152467887025,2.78066120277615,1.3874801995149,1.31313475017427,1.31313475017427,1.14755112061881,1.15303434142223,1.15303434142223,Rasmussen-Hirschman_filas_L_no_Ghosh,clave,30,45,100,135,30,38
P117,Servicios auxiliares de la intermediación financiera,False,True,apto,0.393022847788144,0.0278072640738131,0.420830111861957,0.571885805769185,0.0072840823688554,2.48373060794908,1.57091077604947,0.570910776049471,0.0729556073499754,0.0451483432761623,0.91486003940538,0.342974233636195,0.0121843532444816,0.00490027087562619,5.25475972818385,2.77102912023477,1.21198370967164,2.34682811372444,2.34682811372444,1.06521868131792,1.45823196574623,1.45823196574623,Rasmussen-Hirschman_filas_L_no_Ghosh,clave,45,130,18,117,45,17
P118,Servicios de alquiler de vivienda,False,True,apto,0.0527763361710473,0.000985396935796427,0.0537617331068437,0.945059765591395,0.0011785013017608,0,1.08741642826434,0.087416428264339,0.0121380814565413,0.0111526845207449,0.985627054226479,0.0405672886350843,0.00223486431693769,0.00105636301517689,0.466945049277893,0.466945049277893,0.162748959902562,0,0,0.737366062681271,0.678089868348049,0.678089868348049,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,145,145,2,146,145,135
P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",False,True,apto,0.269087775703784,0.0129583435201063,0.28204611922389,0.710612568956429,0.0073413118196785,3.86792071906789,1.38783843759411,0.387838437594114,0.0511416039910297,0.0381832604709234,0.937791446309213,0.227178877352784,0.0110669496996353,0.00372563787995677,6.12037125278781,2.25245053371993,0.829799087916028,4.26144083912321,4.26144083912321,0.941079183436555,2.35911743198054,2.35911743198054,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,88,136,11,112,88,4
P120,"Servicios jurídicos, de contabilidad, auditoría, teneduría de libros y consultoría fiscal",False,True,apto,0.173321669277396,0.0211946703821915,0.194516339659587,0.800601103158157,0.0048825571822536,7.29871069804769,1.23755628738919,0.237556287389187,0.043789897715542,0.0225952273333505,0.949335474400063,0.148734371241906,0.00687462788433717,0.00199207070208357,8.83273943497731,1.53402873692962,0.534480478372931,2.31018107567194,2.31018107567194,0.839174379989034,1.54206071044762,1.54206071044762,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,131,141,6,86,131,15
P121,Servicios de tecnología de la información,False,True,apto,0.296077629944546,0.098314508439456,0.394392138384002,0.594647555941781,0.0109603056742146,4.77004357625054,1.40364098698688,0.40364098698688,0.136385428391648,0.0380709199521922,0.849133368971836,0.254485813030055,0.0144812026364705,0.00352089696225591,7.40008705849184,2.63004348224129,0.913029016787362,0.86677958526663,0.86677958526663,0.951794732073859,1.01533769881854,1.01533769881854,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,85,108,42,102,85,46
P122,"Servicios de arquitectura e ingeniería, ensayos y análisis técnicos",False,True,apto,0.326806481771454,0.0492883568053873,0.376094838576841,0.613647273275115,0.0102578881480403,2.98420230598204,1.45356007203976,0.453560072039761,0.0862589164234942,0.0369705596181069,0.899402705391765,0.28575543211665,0.0143383781846858,0.00408049003664547,5.75606173255683,2.77185942657479,1.00778907473494,1.45974507600807,1.45974507600807,0.985644357885422,1.17868282535615,1.17868282535615,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,73,123,26,113,73,33
P123,"Otros servicios profesionales, científicos y técnicos",False,True,apto,0.262490205661992,0.0320923533658167,0.294582559027809,0.698140466633378,0.0072769743388093,5.75614608854731,1.36167799609588,0.361677996095885,0.0613060097645435,0.0292136563987269,0.928407476358328,0.23026700972495,0.0102865138770552,0.00300953953824591,8.12306716144975,2.36692107290244,0.809453839645934,3.56869467812659,3.56869467812659,0.923340053105093,1.93929711550732,1.93929711550732,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,98,134,14,95,98,9
P124,Servicios de publicidad y estudios de mercado,False,True,apto,0.373963990932294,0.0874927281735566,0.46145671910585,0.527834745788002,0.0107085351061445,3.38250585499542,1.53022503080047,0.530225030800472,0.14270466787991,0.0552119397063536,0.841628898960413,0.313794153172411,0.0156664331592768,0.00495789805313228,6.64029322806918,3.25778737307376,1.15321098395289,2.50452811628083,2.50452811628083,1.03763008967838,1.53433744414447,1.53433744414447,Rasmussen-Hirschman_filas_L_no_Ghosh,clave,50,100,48,107,50,16
P125,Servicios de arrendamiento o alquiler sin operador,False,True,apto,0.260376829659951,0.0572475144461158,0.317624344106067,0.67328696985068,0.0090886860432504,5.60377189553697,1.36060857035232,0.360608570352324,0.100141927343824,0.0428944128977087,0.887298866908179,0.214011897057499,0.0125592057479226,0.00347051970467223,7.99636065345089,2.39258875791392,0.802936719073174,2.49470227411276,2.49470227411276,0.922614886343434,1.55469164560984,1.55469164560984,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,99,119,29,96,99,14
P126,Servicios  de agencias de empleo y de dotación de recursos humanos,False,True,apto,0.0922155645230683,0.0148205293875286,0.107036093910597,0.88998112173863,0.0029827843507706,17.8753036112448,1.12857197258112,0.128571972581119,0.0268837008220452,0.0120631714345166,0.969026400747294,0.0790452790086636,0.00408989843062349,0.00110711407985289,18.7299849438833,0.854681332638528,0.284369630440361,3.5447985020716,3.5447985020716,0.765273220308829,1.9767485153842,1.9767485153842,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,143,144,3,31,143,8
P127,"Servicios de agencias de viajes, operadores turísticos y actividades conexas",False,True,apto,0.333067833205748,0.0552073762834066,0.388275209489155,0.600438960829236,0.0112858296816066,5.41745488102939,1.48461999971634,0.484619999716338,0.103552380725461,0.0483450044420546,0.880548366680096,0.28010940585086,0.0158992525943061,0.00461342291269951,8.34913639115922,2.93168151012984,1.0270975092995,0.0156692448537436,0.0156692448537436,1.00670578015453,0.685055680829526,0.685055680829526,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,60,118,32,90,60,126
P128,"Servicios de seguridad, sistemas de seguridad e investigación privada",False,True,apto,0.146561383500042,0.0316937664862665,0.178255149986308,0.816397601333112,0.0053472486805775,13.3916588666351,1.19615277024923,0.196152770249232,0.0484182183958957,0.0167244519096292,0.944588551101351,0.128190949768239,0.00699323050273779,0.00164598182216029,14.9015533616773,1.50989449504215,0.451958480960217,1.77959305040993,1.77959305040993,0.811099074502455,1.33900647187962,1.33900647187962,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,136,138,9,49,136,21
P129,Servicios de limpieza,False,True,apto,0.249077167487574,0.0315589949283733,0.280636162415947,0.71195095077025,0.0074128868137997,12.180249822165,1.33991421609189,0.339914216091889,0.0712158360419843,0.039656841113611,0.918454368970357,0.206503418200107,0.0103297949875505,0.00291690817375079,14.7138133922714,2.53356357010641,0.768091400143787,0.611573155305714,0.611573155305714,0.908582254387428,0.901034022233689,0.901034022233689,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,106,132,15,50,106,58
P130,Servicios telefónicos de centros de llamadas,False,True,apto,0.206128828923677,0.0124869879883381,0.218615816912015,0.776286012669356,0.0050981704186269,7.28531555398228,1.28299928058001,0.28299928058001,0.0369071297448946,0.0244201417565565,0.955620623938909,0.179334611269553,0.00747224631612305,0.00237407589749615,8.83391522483278,1.5485996708505,0.635649515429328,0.0712077180368094,0.0712077180368094,0.869988813259141,0.709607576094021,0.709607576094021,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,120,143,4,85,120,103
P131,"Servicios administrativos, de apoyo de oficina y otros servicios de apoyo a las empresas",False,True,apto,0.23740460528028,0.0508713357349904,0.28827594101527,0.701777374144883,0.0099466848398435,6.99412786303126,1.32588620525068,0.325886205250675,0.0842322226338661,0.0333608868988757,0.902940559822306,0.201163185677423,0.0128272175395196,0.00288053269967613,9.09039690991638,2.09626904688512,0.732096151203464,1.01874729446133,1.01874729446133,0.899070002362925,1.08794918510685,1.08794918510685,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,108,127,23,83,108,40
P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",False,True,apto,0.393824539304812,0.316758323137534,0.710582862442346,0.275590007249691,0.0138271303079595,2.51288572471318,1.54794137814106,0.547941378141055,0.399984986536728,0.0832266633991935,0.580808662490041,0.30521865524035,0.0192063509728892,0.00537922066492969,6.38454571690894,3.87165999219577,1.21445592487198,2.99950562285747,2.99950562285747,1.04964336531417,1.69729525334722,1.69729525334722,Rasmussen-Hirschman_filas_L_no_Ghosh,clave,49,18,130,110,49,10
P133,Servicios de reparación de otros bienes,False,True,apto,0.182348653389647,0.112997588117745,0.295346241507393,0.697364546307005,0.0072892121855996,15.8991438034253,1.24569315644221,0.245693156442211,0.147288616694394,0.0342910285766488,0.843299361325547,0.145934815018542,0.00941202197627364,0.00212280979067404,17.5526027280567,1.65345892463133,0.562317429209466,0.397951096564667,0.397951096564667,0.844691908453964,0.82134958653953,0.82134958653953,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,129,98,46,38,129,68
P134,"Servicios de apoyo a la agricultura, caza, silvicultura y pesca",False,True,apto,0.0726234384313225,0.0330989463600447,0.105722384791367,0.888099816958865,0.0061777982497658,56.9391093069222,1.10713101643705,0.107131016437052,0.0460234096462225,0.0129244632861777,0.94666090881926,0.0585610918603946,0.00731568153450225,0.00113788328473645,57.744729376622,0.805620069699728,0.223952436390034,2.25617489455129,2.25617489455129,0.750734325179842,1.421796145235,1.421796145235,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,144,139,8,6,144,19
P135,"Servicios de apoyo a la explotación de minas y canteras y los relacionados con la distribución de electricidad, gas y agua",False,True,apto,0.336523986820721,0.279680628983438,0.61620461580416,0.373634863194711,0.0101605210011255,0.654667264184951,1.48182959516443,0.481829595164428,0.355738788928108,0.0760581599446698,0.629111209523696,0.255476346328985,0.0151500015481683,0.00498948054704275,3.47577449829028,2.82110723410533,1.03775541863745,0.328419846147595,0.328419846147595,1.00481363509929,0.761145043403899,0.761145043403899,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,64,25,122,134,64,85
P136,Servicios de manufactura,False,True,apto,0.273650013954025,0.0910444328895682,0.364694446843593,0.62792790725721,0.0073776458991942,12.9500264625482,1.3776890527716,0.377689052771601,0.155003047103885,0.0639586142143163,0.834324526577772,0.206396619320562,0.0106724263181136,0.00329478041891937,15.418606359438,2.46857989688972,0.843867884348733,1.8152370458927,1.8152370458927,0.934196988418443,1.19214560946784,1.19214560946784,Rasmussen-Hirschman_filas_L_no_Ghosh,proveedor_estrategico,91,93,52,46,91,31
P137,Servicios públicos del gobierno general,False,True,apto,0.475940379020635,0.0893225452472772,0.565262924267912,0.419145214726908,0.0155918610051756,4.29784190973464,1.71433266366585,0.714332663665848,0.17432881099731,0.0850062657500333,0.802857419632743,0.383712204905835,0.0228137693697932,0.00722190836461756,8.19183209813048,3.89399018839584,1.46768054171469,0,0,1.16247161020993,0.678089868348049,0.678089868348049,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,25,83,71,93,25,135
P138,"Servicios públicos administrativos relacionados con la provisión de servicios educativos, de salud, servicios sociales, culturales y otros, sin contar los servicios de seguridad social",False,True,apto,0.243497468098515,0.029783996725947,0.273281464824462,0.718294699756563,0.0084238354189712,7.38414978764744,1.36338874059401,0.363388740594012,0.073627874171302,0.043843877445355,0.91421171555367,0.195917015797107,0.0121604102749738,0.00373657485600265,9.89724455400873,2.51309476636129,0.750885009211398,0,0,0.924500091616606,0.678089868348049,0.678089868348049,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,97,129,19,76,97,135
P139,Otros servicios administrativos,False,True,apto,0.448894122760359,0.0300142742027935,0.478908396963153,0.509266201462071,0.0118254015747739,5.2335785087037,1.69729627742901,0.697296277429008,0.113469604803915,0.0834553306011217,0.866941575030727,0.357675373568656,0.0195888201651394,0.00776341859036549,9.17251058652262,3.93893207781892,1.38427668318704,0,0,1.15091940930947,0.678089868348049,0.678089868348049,Rasmussen-Hirschman_filas_L_no_Ghosh,impulsor_demanda,27,115,36,82,27,135
P140,Servicios públicos administrativos prestados a la comunidad en su conjunto,False,True,apto,0.139939017204351,0.0285038614151584,0.16844287861951,0.826762404429213,0.0047947169512737,8.49932782517695,1.19894042544323,0.19894042544323,0.0509354948594861,0.0224316334443277,0.942385697797752,0.115623293368539,0.00667880734274244,0.00188409039146874,9.73551235437692,1.23618452919997,0.431536767273532,0,0,0.812989355245954,0.678089868348049,0.678089868348049,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,135,137,10,77,135,135
P141,Servicios administrativos relacionados con los sistemas de seguridad social de afiliación obligatoria,False,True,apto,0.187838122400462,0.0622036472145835,0.250041769615046,0.745663443281754,0.0042947871031971,5.13256273397955,1.2673536535057,0.267353653505701,0.0859248596934717,0.0237212124788882,0.907494696518635,0.161831253236881,0.0065804437878617,0.0022856566846646,6.6320019036785,1.49943916969895,0.579245572327094,0,0,0.8593796720561,0.678089868348049,0.678089868348049,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,124,124,22,108,124,135
P142,Servicios de enseñanza,False,True,apto,0.110577989646389,0.0210374978784675,0.131615487524857,0.863764171628909,0.0046203408462303,12.3876746195897,1.15816347630356,0.158163476303562,0.0404107766575167,0.0193732787790492,0.953548831082387,0.0897846594534784,0.00604039225988975,0.00142005141365945,13.4566726878181,1.06899806822845,0.340994735684947,0.0794864393900846,0.0794864393900846,0.785338919172201,0.696341011700014,0.696341011700014,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,142,142,5,55,142,113
P143,Servicios de hospitalización,False,True,apto,0.199854097291117,0.0693782148586454,0.269232312149762,0.722011474414861,0.0087562134353727,7.45262230777794,1.28555138932388,0.285551389323883,0.105520393964934,0.0361421791062886,0.8829699444001,0.160958469985239,0.0115096616347948,0.00275344819942214,10.0520549585047,2.59943265072676,0.616299819695295,0,0,0.871719372341283,0.678089868348049,0.678089868348049,Rasmussen-Hirschman_filas_L_no_Ghosh,bajo_promedio,119,117,30,75,119,135
