campo_legado,rango_fuente,semantica_reconstruida,apto_para_agregacion_pib,usado_en_modelo_analitico,suma_vector_legado_millones_quetzales,produccion_precios_basicos_millones_quetzales,impuestos_netos_insumos_intermedios_millones_quetzales,residuo_identidad_vector_legado,residuo_identidad_vector_legado_max_abs_por_producto,valor_agregado_bruto_oficial_millones_quetzales,impuestos_netos_todos_los_usos_oficial_millones_quetzales,pib_oficial_ez174_fj174_millones_quetzales,residuo_identidad_pib_oficial,diferencia_legado_menos_pib_oficial,estado
produccion_y_utilizacion_2013.csv::producto_interno_bruto,MIP_152x152!D174:EY174,produccion_precios_basicos_mas_impuestos_netos_sobre_insumos_intermedios,False,False,700275.461902533,694946.56735021,5328.89455232291,3.58340912498534e-10,8.81072992342524e-11,392018.154929167,24365.0504083785,416383.205337546,7.6397554948926e-11,283892.256564988,NO_USAR_COMO_PIB
