codigo,producto,exportaciones_fob,consumo_hogares,consumo_isflsh,consumo_gobierno,formacion_bruta_capital_fijo,variacion_existencias,ajuste_cif_fob_publicado,ajuste_cif_fob_aplicado,total_componentes_no_solapados,total_demanda_final_fuente,ajuste_balance_produccion_utilizacion,demanda_final_balanceada
P133,Servicios de reparación de otros bienes,0,698.6066625506,0,0,0,0,0,-0,698.6066625506,698.6066625506,0,698.6066625506
P134,"Servicios de apoyo a la agricultura, caza, silvicultura y pesca",0,0,0,0,0,0,0,-0,0,0,1.81898940354586e-12,1.36424205265939e-12
P135,"Servicios de apoyo a la explotación de minas y canteras y los relacionados con la distribución de electricidad, gas y agua",0,0,0,0,0,0,0,-0,0,0,0,0
P136,Servicios de manufactura,3609.5874353223,1029.02418226663,0,0,0,0,0,-0,4638.61161758894,4638.61161758894,0,4638.61161758894
P137,Servicios públicos del gobierno general,0,506.43811952,0,9777.32776304799,0,0,0,-0,10283.765882568,10283.765882568,0,10283.765882568
P138,"Servicios públicos administrativos relacionados con la provisión de servicios educativos, de salud, servicios sociales, culturales y otros, sin contar los servicios de seguridad social",0,0.43577784,0,1831.73182290829,0,0,0,-0,1832.16760074829,1832.16760074829,0,1832.16760074829
P139,Otros servicios administrativos,0,22.5719986287,0,4076.91747388409,0,0,0,-0,4099.48947251279,4099.48947251279,0,4099.48947251279
P140,Servicios públicos administrativos prestados a la comunidad en su conjunto,25.3492686103732,241.478098029627,0,8415.50628584077,0,0,0,-0,8682.33365248077,8682.33365248077,0,8682.33365248077
P141,Servicios administrativos relacionados con los sistemas de seguridad social de afiliación obligatoria,0,0.2140026,0,738.013700865825,0,0,0,-0,738.227703465825,738.227703465825,0,738.227703465825
P142,Servicios de enseñanza,2.89474059715065,7192.9421571949,758.270972059435,11648.6137462666,0,0,0,-0,19602.7216161181,19602.7216161181,4.36557456851006e-11,19602.7216161181
P143,Servicios de hospitalización,118.706199617126,1537.58604387888,20.7894886262364,4727.9121114786,0,0,0,-0,6404.99384360084,6404.99384360084,0,6404.99384360084
P144,Servicios médicos y dentales,175.055693929619,3162.83683906212,178.238027936741,734.778282418819,0,0,0,-0,4250.9088433473,4250.9088433473,0,4250.9088433473
P145,Otros servicios de atención de la salud humana,53.5696091052262,1467.84777959011,535.210647221036,185.5939351,0,0,0,-0,2242.22197101637,2242.22197101637,-4.54747350886464e-13,2242.22197101637
P146,"Servicios audiovisuales, recreativos, culturales y deportivos",0,1707.90150396772,99.9226754012151,190.230807254919,0,0,0,-0,1998.05498662385,1998.05498662385,-8.18545231595635e-12,1998.05498662385
P147,Servicios de asociaciones que sirven a las empresas,0,0,0,0,0,0,0,-0,0,0,-6.70752342557535e-12,-6.76436684443615e-12
P148,Servicios de asociaciones que sirven a los hogares,0,19.0534012484009,1906.91972339597,0,0,0,0,-0,1925.97312464437,1925.97312464437,0,1925.97312464437
P149,Otros servicios,0,7631.80469597264,0.0252621818181818,0,0,0,0,-0,7631.82995815446,7631.82995815446,0,7631.82995815446
P150,Servicios domésticos,0,7294.0998186,0,0,0,0,0,-0,7294.0998186,7294.0998186,0,7294.0998186
P151,Compras directas en el exterior por residentes,0,0,0,0,0,0,0,-0,0,0,0,0
P152,Compras directas en el territorio nacional por no residentes,0,0,0,0,0,0,0,-0,0,0,0,0
