codigo,producto,multiplicador_produccion_domestica,encadenamiento_atras_normalizado,encadenamiento_adelante_normalizado,coeficiente_importacion_directa,requerimiento_importacion_total,multiplicador_valor_agregado,multiplicador_empleo_puestos_por_millon
P128,"Servicios de seguridad, sistemas de seguridad e investigación privada",1.19615277024923,0.811099074502452,1.33900647187962,0.0316937664862674,0.048418218395897,0.944588551101349,14.9015533616772
P129,Servicios de limpieza,1.3399142160919,0.908582254387432,0.901034022233695,0.0315589949283742,0.0712158360419863,0.918454368970362,14.7138133922715
P130,Servicios telefónicos de centros de llamadas,1.28299928058001,0.869988813259138,0.70960757609402,0.0124869879883388,0.036907129744896,0.955620623938907,8.83391522483277
P131,"Servicios administrativos, de apoyo de oficina y otros servicios de apoyo a las empresas",1.32588620525068,0.899070002362925,1.08794918510685,0.0508713357349915,0.0842322226338681,0.902940559822307,9.09039690991641
P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",1.54794137814106,1.04964336531417,1.69729525334722,0.316758323137536,0.39998498653673,0.580808662490042,6.38454571690896
P133,Servicios de reparación de otros bienes,1.24569315644222,0.844691908453966,0.821349586539535,0.112997588117746,0.147288616694396,0.84329936132555,17.5526027280568
P134,"Servicios de apoyo a la agricultura, caza, silvicultura y pesca",1.10713101643705,0.750734325179842,1.421796145235,0.0330989463600454,0.0460234096462237,0.94666090881926,57.7447293766219
P135,"Servicios de apoyo a la explotación de minas y canteras y los relacionados con la distribución de electricidad, gas y agua",1.48182959516443,1.00481363509929,0.761145043403898,0.27968062898344,0.355738788928111,0.629111209523698,3.47577449829031
P136,Servicios de manufactura,1.3776890527716,0.934196988418443,1.19214560946785,0.0910444328895693,0.155003047103886,0.834324526577773,15.418606359438
P137,Servicios públicos del gobierno general,1.71433266366585,1.16247161020993,0.678089868348048,0.0893225452472792,0.174328810997314,0.802857419632745,8.19183209813052
P138,"Servicios públicos administrativos relacionados con la provisión de servicios educativos, de salud, servicios sociales, culturales y otros, sin contar los servicios de seguridad social",1.36338874059402,0.924500091616607,0.678089868348048,0.0297839967259481,0.0736278741713043,0.914211715553673,9.89724455400879
P139,Otros servicios administrativos,1.69729627742901,1.15091940930947,0.678089868348048,0.0300142742027948,0.113469604803918,0.866941575030728,9.17251058652263
P140,Servicios públicos administrativos prestados a la comunidad en su conjunto,1.19894042544323,0.812989355245954,0.678089868348048,0.0285038614151596,0.0509354948594881,0.942385697797754,9.73551235437695
P141,Servicios administrativos relacionados con los sistemas de seguridad social de afiliación obligatoria,1.2673536535057,0.859379672056101,0.678089868348048,0.0622036472145845,0.0859248596934735,0.907494696518637,6.63200190367852
P142,Servicios de enseñanza,1.15816347630356,0.785338919172199,0.69634101170001,0.0210374978784687,0.0404107766575186,0.953548831082385,13.4566726878181
P143,Servicios de hospitalización,1.28555138932389,0.871719372341284,0.678089868348048,0.0693782148586469,0.105520393964936,0.882969944400102,10.0520549585047
P144,Servicios médicos y dentales,1.34515783390527,0.912137898500169,0.742377687565337,0.105281705622241,0.140661094438513,0.844688704369553,8.75537586693828
P145,Otros servicios de atención de la salud humana,1.45986030686963,0.989916483291767,0.755247475935226,0.0804352099269086,0.131056889670129,0.852524502525046,32.2861313939782
P146,"Servicios audiovisuales, recreativos, culturales y deportivos",1.52590619476474,1.03470153071949,0.746740441885661,0.0989276908549029,0.156754021273214,0.826003467709663,10.5375773019835
P147,Servicios de asociaciones que sirven a las empresas,1.4819731191715,1.00491095727435,0.751136670149017,0.0399724688344935,0.0878827227769288,0.897344301548557,7.65644605283057
P148,Servicios de asociaciones que sirven a los hogares,1.68615727385743,1.14336616384409,0.678089868348048,0.0670717581360567,0.136766480103651,0.838682410742676,9.40177291012109
P149,Otros servicios,1.15880792371108,0.785775912429923,0.687421712345739,0.0277478125858166,0.0457353980438077,0.948484321515209,12.2535506136417
P150,Servicios domésticos,1,0.678089868348048,0.678089868348048,0,0,1,48.6963448312358
P151,Compras directas en el exterior por residentes,1,0.678089868348048,0.678089868348048,0,0,0,0
P152,Compras directas en el territorio nacional por no residentes,1,0.678089868348048,0.678089868348048,0,0,0,0
